record_id,date,production_line_efficiency,downtime_hours,yield_rate,defect_rate
REC-16927215,2022-02-09,80.02,5.22,91.71,0.04
REC-45843681,2021-06-16,90.29,1.9,96.37,0.58
REC-27584297,2023-04-29,97.77,5.03,93.24,4.56
REC-68802946,2024-08-07,88.49,4.83,87.81,4.55
REC-26297533,2022-05-30,73.87,5.37,98.73,1.54
REC-94560158,2023-08-16,79.17,5.25,93.04,3.9
REC-31257157,2023-06-05,98.44,0.69,89.13,3.05
REC-83932360,2023-06-06,95.77,0.89,97.3,1.6
REC-84121929,2021-06-26,93.88,3.06,81.46,4.66
REC-22510327,2024-01-07,77.6,5.55,90.55,3.28
REC-25228493,2023-09-11,82.46,2.84,85.68,2.41
REC-25766039,2021-02-10,86.35,6.61,98.07,0.49
REC-76890827,2020-05-22,96.67,7.46,80.7,2.88
REC-78299645,2022-01-30,98.31,0.04,84.76,4.69
REC-65766169,2024-01-20,78.62,5.58,86.09,0.43
REC-73380266,2022-07-09,99.18,5.44,91.2,2.6
REC-71308842,2020-06-18,87.64,1.38,88.52,2.76
REC-61484043,2021-08-31,79.51,4.67,85.71,4.81
REC-90447099,2022-04-23,80.01,3.16,95.48,0.26
REC-28321839,2021-07-30,99.26,9.66,84.31,4.06
REC-47077298,2021-05-12,81.0,6.19,83.19,4.84
REC-55617282,2020-12-02,76.8,9.31,98.17,3.91
REC-45859307,2019-11-16,79.1,3.93,83.59,2.89
REC-47962005,2020-01-23,70.89,0.1,81.5,2.68
REC-88777447,2021-10-01,84.75,8.96,96.13,0.02
REC-29944139,2023-09-17,84.49,4.16,99.56,1.0
REC-82287061,2020-04-15,71.19,4.03,92.98,3.49
REC-56321751,2023-07-17,79.17,5.93,90.75,0.02
REC-84077101,2023-03-12,94.58,3.6,90.82,3.39
REC-60628276,2024-07-25,84.12,1.99,92.03,0.3
REC-53188224,2021-04-28,79.77,4.73,97.55,0.2
REC-42051937,2022-12-07,88.65,0.39,83.74,4.16
REC-41348220,2023-11-15,88.2,7.09,80.42,0.18
REC-15858241,2023-01-25,71.2,9.84,87.67,0.76
REC-73481797,2021-09-29,85.17,0.18,98.66,0.39
REC-61818612,2020-12-03,96.64,4.55,91.12,2.02
REC-76481885,2019-09-19,70.4,0.19,99.46,1.11
REC-26944487,2020-07-29,89.44,0.18,93.08,3.09
REC-89212676,2023-04-14,78.26,9.68,86.43,4.99
REC-23470708,2021-07-12,75.74,5.17,98.16,4.02
REC-23383077,2021-03-01,72.09,4.79,83.45,3.76
REC-71327848,2024-01-28,89.69,4.72,91.43,0.23
REC-29348212,2023-08-15,87.53,5.09,86.37,3.65
REC-97883261,2020-02-05,77.87,2.42,89.66,4.43
REC-20043277,2024-05-29,93.4,7.71,84.56,4.61
REC-45570755,2021-10-15,76.74,4.66,85.3,3.67
REC-93652460,2020-09-13,83.69,1.71,85.34,2.55
REC-97219599,2023-07-21,96.85,9.72,97.19,0.55
REC-54099326,2020-10-20,89.86,4.34,96.39,4.53
REC-61003997,2023-08-15,95.0,9.29,92.57,1.97
REC-94127561,2024-03-09,72.39,0.49,88.96,2.23
REC-82613940,2024-06-03,71.51,1.05,97.62,2.64
REC-92874006,2022-05-14,74.82,9.78,83.17,2.44
REC-41510328,2023-06-08,84.4,4.02,83.03,2.21
REC-40532691,2023-12-18,85.96,4.82,94.06,0.34
REC-68246664,2023-04-19,99.78,7.84,98.44,0.98
REC-95060193,2024-04-30,91.2,9.41,86.59,0.21
REC-69549527,2023-06-18,89.64,3.9,83.89,3.66
REC-50193656,2021-01-08,74.91,3.63,85.02,3.42
REC-16172803,2023-09-15,82.71,6.5,80.49,4.05
REC-17532195,2023-07-01,80.91,2.17,93.39,4.85
REC-58112135,2021-11-15,72.58,7.14,83.92,3.45
REC-67805802,2021-10-09,95.29,5.2,97.22,0.03
REC-42775624,2022-01-10,95.01,1.95,97.85,2.29
REC-65304649,2024-02-07,97.41,3.68,87.47,1.92
REC-32814819,2023-10-16,70.38,8.72,88.93,1.71
REC-20598952,2021-09-14,95.76,6.93,83.41,1.36
REC-93176117,2022-01-02,98.39,4.15,86.54,3.03
REC-76795767,2023-05-30,93.52,3.25,94.42,3.29
REC-41163805,2020-04-29,76.74,5.0,96.81,3.51
REC-95618110,2022-02-05,93.39,2.53,96.59,3.52
REC-71682508,2021-08-30,94.65,0.29,92.62,1.75
REC-99501846,2021-12-24,70.25,1.69,91.62,3.57
REC-72445234,2022-07-11,88.25,4.44,98.88,0.24
REC-83363160,2022-05-22,79.38,9.14,96.81,4.24
REC-19913576,2024-04-06,71.52,9.26,99.23,0.95
REC-56381032,2020-05-09,84.66,6.03,86.51,4.92
REC-95756900,2020-11-04,74.94,6.89,90.29,1.0
REC-43567615,2020-12-13,74.69,8.5,94.52,4.21
REC-50550084,2021-08-20,96.49,5.28,90.35,2.89
REC-61632653,2022-12-05,78.17,1.69,92.42,3.59
REC-24314759,2020-12-19,78.32,9.97,95.02,3.22
REC-61185849,2021-06-27,78.38,5.82,81.11,0.72
REC-87149951,2020-03-19,72.88,4.25,98.67,2.71
REC-49625201,2023-03-13,90.23,1.33,96.12,4.95
REC-98346110,2023-02-19,77.42,7.48,85.24,4.41
REC-46840133,2022-06-26,95.21,6.48,86.77,2.35
REC-85957706,2024-04-13,70.92,8.79,80.26,4.72
REC-91390501,2023-08-19,76.1,1.47,97.12,3.4
REC-48412328,2023-03-16,95.33,2.39,88.3,3.08
REC-91478884,2020-03-13,91.46,5.57,97.09,4.65
REC-39394291,2021-06-05,90.76,3.83,97.38,2.84
REC-93334601,2023-03-30,77.5,8.37,90.25,0.68
REC-98473848,2022-12-25,80.37,3.58,80.17,4.2
REC-94322033,2024-08-20,86.49,8.88,82.09,4.11
REC-94216001,2019-11-01,96.9,9.83,87.98,2.08
REC-51464269,2024-07-25,84.77,8.81,88.26,2.69
REC-14478111,2022-11-26,71.13,3.16,86.28,3.17
REC-27637794,2023-09-22,87.56,3.59,89.51,1.82
REC-49609054,2019-09-20,71.9,6.03,81.14,4.47
REC-65767881,2022-08-29,70.93,2.75,80.66,2.1
REC-36950221,2022-03-17,78.12,8.05,92.31,3.77
REC-82398083,2022-12-26,78.22,3.15,82.34,1.37
REC-81249799,2023-03-26,92.7,2.57,93.87,0.2
REC-46578001,2024-03-31,77.5,3.36,91.78,2.27
REC-44489940,2024-04-24,78.14,8.55,86.93,4.87
REC-49613214,2021-07-18,83.17,1.13,94.12,4.56
REC-25457816,2023-10-27,75.09,9.66,80.3,2.41
REC-20106509,2021-07-14,91.91,5.33,98.62,4.76
REC-40281491,2021-12-27,83.3,5.86,99.52,2.66
REC-84801233,2023-05-18,97.32,9.62,88.56,0.99
REC-22120246,2023-10-19,87.85,7.94,99.79,3.4
REC-11868130,2019-12-01,84.26,7.91,82.67,1.55
REC-82017516,2022-12-23,79.16,7.81,87.32,1.21
REC-71040347,2022-07-12,84.4,4.91,94.44,4.69
REC-45186708,2023-02-09,89.14,2.88,84.72,3.65
REC-95704631,2021-01-26,85.6,3.65,97.47,1.97
REC-24541967,2023-08-24,97.93,1.11,88.12,3.86
REC-73280554,2020-10-02,73.18,6.89,99.57,3.63
REC-93154172,2024-03-18,83.56,7.97,91.81,0.48
REC-91883846,2019-11-24,71.22,3.91,95.82,4.02
REC-96926431,2023-01-08,84.28,9.02,80.69,1.6
REC-95282470,2024-06-20,92.27,5.1,88.45,1.99
REC-50559278,2019-11-25,96.93,4.47,88.74,3.92
REC-25659979,2020-05-19,91.26,2.15,80.81,1.01
REC-16086345,2023-04-25,72.36,1.72,81.18,0.53
REC-50851122,2020-10-27,88.58,8.03,88.64,3.93
REC-25585427,2023-08-06,92.59,8.11,80.66,2.34
REC-41514326,2021-03-19,74.76,8.13,82.65,1.17
REC-28208520,2020-02-05,88.23,5.38,89.38,1.47
REC-70887034,2021-11-18,91.09,2.91,89.41,4.78
REC-99991136,2022-11-22,79.51,8.5,96.93,1.78
REC-66254240,2022-06-15,96.63,3.18,83.32,3.73
REC-65684858,2021-06-20,73.91,1.99,91.75,0.32
REC-75679047,2023-07-15,86.29,2.6,91.75,1.31
REC-47546086,2022-06-13,75.93,8.43,84.08,3.71
REC-59731689,2022-07-16,76.6,2.82,88.87,0.86
REC-69509870,2022-11-22,91.62,7.66,81.83,2.57
REC-41690501,2022-01-13,79.48,4.24,86.19,1.4
REC-23335151,2023-04-03,90.64,3.19,85.04,4.78
REC-83076970,2021-10-24,93.44,6.8,92.7,4.55
REC-18126895,2020-05-13,90.23,8.04,93.18,1.99
REC-47028180,2023-09-02,99.78,5.63,87.13,1.44
REC-26395999,2019-11-01,83.44,2.74,87.86,1.94
REC-22304198,2024-04-03,94.14,1.38,95.52,3.99
REC-96128115,2020-02-10,85.62,6.55,88.37,3.57
REC-16788532,2022-08-24,82.71,5.72,98.06,1.97
REC-42691263,2021-07-29,80.36,2.6,88.61,2.34
REC-85776373,2020-04-02,81.36,4.18,90.93,2.77
REC-19208698,2020-01-05,76.11,1.56,97.61,2.17
REC-88703005,2019-12-07,74.08,4.98,84.28,0.3
REC-41272553,2021-10-09,90.6,4.17,92.97,1.55
REC-29804386,2021-05-13,87.2,9.28,96.57,1.61
REC-47215199,2019-11-04,94.99,7.43,96.93,0.32
REC-27447248,2020-12-18,89.97,2.14,93.15,2.12
REC-43642236,2021-09-12,74.81,2.82,84.67,3.67
REC-24754064,2020-09-28,92.1,1.14,96.12,1.27
REC-27690330,2023-09-12,86.06,7.05,86.78,0.56
REC-58082464,2020-08-22,91.97,0.88,93.36,4.48
REC-89034501,2024-06-19,84.78,3.39,82.94,2.76
REC-12118101,2021-07-10,89.64,7.09,91.72,1.79
REC-45617024,2023-08-16,86.03,8.42,91.67,0.31
REC-27013243,2021-11-06,95.61,2.42,97.53,0.1
REC-80610004,2022-10-22,83.22,9.95,88.4,3.04
REC-18530615,2021-02-04,80.51,9.17,82.68,3.36
REC-70166480,2020-08-22,97.42,5.46,87.12,0.04
REC-78885632,2021-01-22,87.36,0.75,98.87,1.83
REC-70667140,2022-04-25,70.84,8.05,80.39,4.15
REC-39735904,2020-08-02,87.83,5.94,83.28,0.62
REC-98436473,2024-08-03,80.99,7.56,99.29,0.57
REC-50484137,2019-11-20,92.86,7.73,97.5,0.13
REC-96347724,2022-04-28,87.14,0.67,82.33,2.98
REC-18163847,2024-07-25,83.67,6.12,87.47,3.51
REC-63904155,2022-11-11,99.33,1.08,98.64,4.57
REC-24490391,2023-01-16,89.78,9.14,81.8,3.85
REC-69533928,2021-05-10,86.93,1.15,99.94,2.13
REC-20843514,2020-04-25,74.36,3.16,99.52,1.28
REC-91644298,2021-09-25,99.92,2.93,87.16,4.71
REC-18815720,2020-07-14,70.91,1.32,97.73,3.76
REC-46912022,2022-03-26,93.84,7.48,88.82,3.67
REC-53645651,2020-09-12,78.67,0.86,98.73,1.89
REC-90180577,2024-06-25,98.3,5.28,90.8,2.31
REC-49580505,2020-01-07,81.79,9.62,88.32,3.01
REC-77853916,2022-08-15,80.8,9.39,90.68,2.98
REC-23311507,2024-03-14,74.04,4.96,83.38,0.63
REC-97874085,2023-04-24,78.31,5.35,86.97,0.66
REC-67723010,2022-10-27,70.17,4.29,88.16,0.57
REC-40667888,2020-04-03,94.29,8.37,81.87,3.69
REC-55490631,2023-12-21,91.02,9.27,87.51,1.21
REC-63516659,2022-07-28,85.98,3.93,85.83,4.11
REC-22762205,2019-10-11,93.93,1.54,92.5,1.69
REC-67279295,2023-03-30,75.98,3.08,80.85,3.17
REC-99269266,2023-11-03,90.62,6.33,96.21,0.22
REC-60237832,2020-07-25,99.3,6.45,85.56,4.98
REC-73655158,2023-05-10,76.65,5.12,90.98,2.69
REC-22243983,2022-10-01,80.22,0.64,83.59,3.83
REC-22513132,2023-07-31,94.15,3.7,92.97,3.63
REC-22960658,2020-12-20,80.22,3.77,98.13,2.65
REC-27463800,2023-05-17,77.53,6.04,97.6,1.62
REC-88714010,2021-03-02,90.6,5.2,96.61,2.1
REC-99927658,2024-02-09,72.4,7.78,89.86,2.82
REC-65137801,2021-12-19,97.37,2.66,89.24,2.75
REC-99300492,2024-03-31,90.61,2.94,91.2,1.5
REC-16904975,2023-10-13,96.9,6.41,95.4,0.71
REC-90585678,2023-08-16,82.97,8.29,96.46,0.94
REC-57197152,2023-05-17,77.13,3.8,89.52,0.22
REC-87566910,2021-12-13,89.89,3.42,93.67,0.1
REC-38553319,2022-05-30,73.63,1.69,86.32,2.97
REC-98145654,2021-10-03,88.71,0.06,83.73,0.5
REC-40097636,2020-05-28,83.94,6.16,81.9,4.75
REC-56991504,2022-01-15,76.56,2.43,92.85,1.38
REC-25419645,2023-07-03,98.47,0.78,98.67,1.82
REC-87054398,2021-09-28,84.07,3.34,82.15,0.73
REC-67594492,2023-08-15,85.14,6.97,91.74,4.16
REC-91737913,2024-07-07,96.15,1.56,84.13,3.44
REC-13886030,2022-11-22,94.13,1.81,88.13,1.78
REC-46677730,2022-07-13,81.96,0.19,95.45,0.85
REC-55610493,2019-11-30,83.48,9.72,97.01,3.53
REC-10819505,2023-11-15,87.86,8.72,80.95,1.93
REC-29226889,2022-06-07,85.03,3.22,82.64,1.88
REC-19339597,2021-03-19,98.35,1.96,92.83,4.09
REC-94982908,2023-10-25,83.66,6.98,87.76,0.8
REC-22315507,2021-06-22,70.62,9.62,89.25,2.06
REC-38874646,2022-09-08,73.44,4.01,84.14,1.0
REC-66348963,2021-11-12,77.73,2.26,89.61,2.49
REC-55754284,2022-07-25,94.63,2.04,83.72,0.63
REC-59667685,2022-01-17,70.99,8.52,93.68,1.33
REC-53537934,2022-01-07,77.43,0.8,81.4,3.2
REC-17061037,2024-05-24,84.31,8.23,85.43,0.93
REC-31127198,2019-10-03,71.57,0.96,93.18,3.24
REC-20949687,2024-01-24,89.36,4.15,98.61,3.92
REC-69473616,2021-04-17,89.84,0.32,81.66,1.47
REC-75184410,2020-05-24,84.82,7.92,89.51,2.68
REC-65590800,2021-09-20,80.76,1.18,99.93,3.94
REC-38933176,2023-02-15,85.83,7.36,96.77,4.75
REC-25276327,2023-10-28,70.15,4.28,83.95,4.55
REC-67702031,2024-05-22,92.03,5.75,96.45,2.81
REC-48016697,2021-09-17,94.36,7.19,94.59,0.5
REC-80723898,2023-09-20,98.9,9.1,92.61,2.9
REC-16095815,2023-11-04,86.3,0.2,90.44,3.18
REC-63051354,2023-06-25,79.11,1.09,89.46,3.39
REC-11031743,2019-10-25,85.34,4.4,90.25,3.36
REC-50455821,2020-06-17,93.1,8.57,80.0,1.81
REC-28419343,2022-03-04,88.48,1.24,91.59,3.33
REC-48848936,2021-07-21,84.13,8.19,82.49,4.29
REC-26104026,2023-02-09,98.18,3.69,81.08,3.81
REC-76757928,2021-09-26,75.31,0.29,98.19,0.04
REC-33581357,2022-04-10,98.78,2.08,86.22,3.85
REC-61030579,2024-08-12,89.28,8.93,97.7,3.5
REC-40884937,2022-10-22,87.5,2.3,82.96,3.27
REC-84990607,2023-09-11,76.08,4.42,81.14,4.89
REC-19673809,2024-05-17,79.37,3.48,89.74,4.89
REC-15677713,2024-03-08,91.09,2.23,85.22,2.56
REC-12515446,2022-08-05,97.48,9.58,80.21,4.95
REC-20450542,2023-04-15,73.23,4.4,82.47,2.43
REC-87277086,2024-05-07,96.82,8.88,97.09,4.23
REC-86960402,2022-06-25,83.66,8.1,96.56,2.06
REC-95918360,2022-08-30,71.95,7.63,88.55,3.13
REC-48858073,2023-07-12,74.09,6.3,86.02,0.09
REC-64362516,2021-12-21,98.86,7.23,92.89,3.64
REC-53589647,2022-04-11,72.74,6.79,94.5,4.83
REC-92963368,2021-10-22,84.21,8.0,91.61,3.87
REC-58567046,2021-08-18,72.98,8.39,98.63,1.61
REC-68614462,2020-09-10,85.43,7.13,98.52,0.44
REC-42657384,2021-04-22,87.53,0.49,92.07,4.0
REC-89036966,2022-05-09,85.67,0.07,86.33,3.39
REC-80325062,2020-09-07,91.4,0.04,80.93,0.02
REC-63118906,2024-03-23,91.17,1.91,91.06,1.27
REC-55568701,2021-03-30,80.61,3.34,80.76,0.73
REC-54703713,2021-04-19,83.04,4.88,98.55,2.6
REC-20251466,2021-07-05,74.7,7.42,91.99,0.29
REC-94989976,2023-10-15,85.1,4.65,99.95,2.47
REC-81216573,2022-01-08,94.76,1.43,86.19,2.85
REC-36025314,2024-02-17,78.6,9.69,92.17,2.0
REC-57123808,2022-01-28,78.86,1.94,91.08,1.91
REC-41711468,2020-07-10,95.16,1.04,96.75,0.76
REC-29655410,2021-04-27,97.93,6.23,86.87,0.77
REC-36477373,2022-03-10,78.69,2.7,82.9,2.91
REC-90852623,2021-08-08,85.72,5.72,97.06,4.03
REC-97980930,2022-09-27,73.11,8.36,96.29,2.67
REC-33776150,2021-03-12,71.05,0.37,80.53,3.7
REC-72270726,2022-03-29,90.95,7.8,86.6,1.61
REC-85764804,2019-10-15,87.48,0.71,97.84,0.15
REC-94183695,2024-03-18,73.14,6.12,94.76,3.84
REC-30261159,2020-09-29,92.5,5.1,82.1,4.29
REC-19165226,2022-01-01,81.76,3.1,85.03,1.72
REC-69352161,2020-01-21,96.83,0.1,93.56,2.39
REC-46866075,2020-02-18,80.04,1.84,93.6,0.28
REC-57236885,2024-05-17,96.06,5.37,95.04,0.7
REC-19957701,2022-02-25,81.91,3.03,94.29,0.28
REC-71974027,2020-09-28,92.94,1.68,88.39,2.43
REC-15047559,2023-11-05,95.33,5.69,87.65,4.67
REC-59491122,2020-07-16,89.54,2.59,81.4,2.07
REC-20298660,2019-10-10,87.93,0.15,87.06,0.72
REC-92545028,2024-07-20,94.33,8.79,81.43,0.16
REC-61604364,2022-02-01,86.14,6.62,82.32,2.78
REC-87890494,2023-08-30,79.87,0.95,99.94,1.34
REC-70362235,2023-09-28,84.46,7.83,82.9,2.46
REC-53154591,2023-06-01,82.79,6.06,91.16,3.26
REC-77292380,2022-07-26,77.57,2.61,92.92,0.59
REC-18304547,2021-03-27,92.47,7.94,84.05,4.8
REC-23891786,2020-02-08,83.0,3.77,94.15,3.36
REC-21318464,2021-10-25,78.74,3.72,95.53,2.98
REC-96721710,2023-09-25,89.99,1.35,88.16,0.53
REC-15253567,2020-08-21,93.9,0.44,91.34,1.99
REC-68754920,2020-03-23,99.37,7.12,89.86,4.29
REC-80339290,2023-01-28,73.24,5.07,81.72,4.85
REC-91846696,2023-11-07,83.49,5.44,82.0,4.66
REC-58841557,2020-04-19,95.66,0.92,96.69,1.8
REC-47969333,2024-07-29,88.26,4.12,89.48,2.07
REC-64864099,2020-02-15,88.28,2.75,94.34,2.97
REC-90246882,2020-12-16,78.9,5.85,88.42,4.85
REC-94676162,2020-12-08,80.55,9.06,99.63,1.75
REC-18846539,2024-06-15,81.84,7.44,97.94,4.63
REC-22684373,2022-04-02,70.08,8.94,97.68,1.58
REC-48137561,2020-05-23,77.61,8.01,81.4,3.44
REC-98122539,2021-10-12,87.74,3.15,81.05,4.74
REC-54743095,2020-09-04,90.11,9.31,87.96,4.77
REC-88213973,2024-05-31,84.68,1.91,80.31,2.09
REC-56952151,2023-03-18,81.05,7.13,80.81,1.93
REC-98054173,2021-08-03,77.58,3.72,82.16,1.26
REC-27307598,2024-02-11,97.35,3.68,80.91,1.5
REC-51551377,2022-11-26,81.76,9.05,91.2,2.25
REC-96368203,2023-07-02,93.0,3.62,94.68,0.52
REC-27152188,2023-06-08,94.47,4.03,98.71,4.75
REC-22543044,2022-03-13,82.32,8.66,94.85,4.74
REC-78248169,2023-04-26,70.61,6.71,89.39,1.73
REC-12446861,2022-04-07,89.88,6.72,85.04,1.62
REC-51455302,2024-07-03,76.32,3.39,91.23,2.97
REC-38748452,2020-03-07,77.13,5.35,98.38,3.43
REC-75266178,2020-07-06,76.81,3.9,92.13,3.78
REC-40406092,2021-06-08,95.1,2.49,88.64,3.34
REC-30796389,2021-06-18,78.01,4.4,95.92,3.05
REC-49700543,2021-12-02,80.3,6.68,84.56,1.59
REC-78140959,2020-05-11,94.88,4.0,80.68,4.11
REC-80669879,2021-01-01,72.7,5.63,82.28,0.69
REC-98842638,2021-09-16,71.6,6.15,80.95,3.06
REC-92950779,2021-02-23,71.17,7.25,92.9,1.41
REC-90161060,2024-05-12,91.94,6.64,82.61,3.2
REC-30703455,2020-04-22,94.79,2.62,93.78,4.62
REC-34272734,2020-12-31,80.89,9.52,98.93,0.72
REC-68743530,2019-09-10,87.69,7.69,88.58,3.79
REC-65144509,2023-02-22,83.03,1.35,85.45,0.95
REC-41880763,2023-07-02,87.94,4.36,99.62,1.78
REC-91952730,2023-08-31,83.58,8.81,88.42,4.2
REC-70254091,2022-02-22,87.42,5.95,85.82,1.33
REC-81673763,2019-12-12,75.78,6.27,99.59,2.32
REC-51536077,2021-08-21,86.63,7.05,88.35,3.79
REC-36040410,2022-02-13,96.08,2.38,81.62,3.14
REC-86560394,2022-01-27,94.68,5.4,84.46,2.04
REC-71965637,2023-07-13,77.49,5.74,98.86,3.61
REC-61254050,2020-04-10,79.25,8.84,93.52,1.7
REC-80794454,2021-08-27,81.91,1.74,87.56,4.02
REC-31751079,2021-12-01,87.3,9.64,84.0,0.48
REC-91156554,2021-05-08,73.65,8.1,89.63,2.25
REC-43554863,2023-04-14,86.94,8.61,96.43,0.61
REC-96057593,2020-08-23,78.28,4.44,81.74,1.43
REC-59823245,2024-04-19,89.19,6.64,88.28,0.22
REC-79244185,2021-07-31,91.02,2.58,98.45,0.65
REC-48260510,2020-12-07,94.93,7.99,87.24,1.09
REC-31516757,2021-12-05,78.31,4.64,89.0,2.92
REC-70306604,2020-11-16,99.59,8.21,88.7,3.64
REC-29776801,2020-04-10,92.86,4.29,81.09,0.84
REC-22309586,2020-03-05,98.53,0.77,80.57,4.42
REC-70549373,2021-01-29,77.1,5.03,85.42,4.74
REC-13579612,2022-04-14,71.35,1.68,82.35,0.9
REC-17148018,2024-07-05,81.26,5.99,97.13,0.59
REC-77378254,2022-02-14,92.82,0.6,80.38,4.87
REC-41645597,2023-05-28,78.23,8.79,96.67,4.65
REC-20952896,2020-09-22,91.46,0.37,88.59,3.77
REC-40137082,2023-08-28,82.95,6.34,85.14,0.26
REC-52773159,2022-04-03,81.52,2.19,86.11,4.88
REC-97236246,2023-02-03,91.98,5.87,88.99,3.8
REC-29602406,2021-12-25,74.81,7.15,94.05,4.83
REC-15140967,2023-12-04,97.66,6.57,88.73,3.95
REC-73411827,2024-04-05,95.17,7.4,97.41,3.17
REC-72962895,2023-11-14,94.42,3.14,99.47,1.44
REC-92590645,2023-05-24,91.22,4.79,91.69,4.94
REC-20633503,2020-05-08,98.1,8.03,88.53,3.17
REC-44349528,2020-01-03,87.99,3.5,88.88,0.32
REC-30068183,2023-05-06,91.05,7.56,95.6,2.39
REC-91722503,2022-05-30,95.27,8.23,84.62,0.49
REC-66808292,2021-10-18,74.88,3.88,83.71,3.96
REC-48668339,2019-11-21,78.17,5.49,94.44,4.97
REC-50419829,2020-06-11,95.41,3.1,83.92,2.74
REC-16408822,2021-08-13,82.93,4.01,80.57,3.48
REC-66348030,2024-07-24,93.24,9.47,82.01,0.78
REC-18429833,2024-08-30,90.4,7.2,81.7,0.53
REC-77085942,2019-11-05,97.47,3.29,94.11,3.38
REC-12205915,2021-12-17,86.32,8.77,90.87,1.19
REC-87181563,2024-07-27,99.8,6.79,84.64,0.54
REC-29270557,2020-01-04,98.57,7.93,91.57,3.23
REC-67611469,2021-02-27,84.3,9.2,94.48,3.31
REC-92518345,2023-09-02,83.22,2.53,94.91,3.17
REC-42287985,2024-01-31,70.87,1.13,88.62,3.43
REC-35140847,2023-06-06,94.06,7.89,95.2,1.74
REC-80260907,2022-01-13,78.18,2.74,82.27,0.57
REC-19083764,2021-03-18,74.69,9.58,95.57,3.68
REC-83025444,2024-08-24,74.62,3.77,92.56,2.74
REC-78131950,2023-05-18,88.44,8.38,83.67,2.12
REC-62405812,2023-11-07,71.77,9.06,83.78,1.28
REC-15843091,2020-06-11,73.91,7.63,81.37,0.06
REC-60103798,2023-09-01,84.73,6.82,82.03,1.64
REC-12179995,2022-08-18,80.67,2.3,83.52,1.61
REC-19067690,2023-02-21,74.0,8.8,90.21,0.41
REC-42363373,2022-07-03,86.83,5.34,96.47,4.91
REC-88101741,2022-05-26,72.33,9.3,94.14,1.65
REC-27905932,2020-07-22,92.95,7.64,85.85,0.41
REC-57284777,2021-01-13,98.63,2.06,86.23,1.54
REC-55439043,2022-06-22,95.72,3.75,89.24,0.06
REC-72360629,2023-03-03,87.35,7.01,93.09,0.25
REC-94790150,2023-11-19,80.5,8.46,98.91,4.32
REC-28099607,2022-02-13,81.81,4.83,95.8,2.39
REC-71428713,2023-01-28,95.23,0.5,87.93,1.85
REC-49385195,2024-05-07,86.54,4.52,80.32,4.12
REC-15879578,2019-12-25,74.69,5.36,84.61,3.72
REC-15624520,2023-07-16,96.4,2.14,99.44,0.71
REC-51617680,2020-06-01,87.12,4.42,91.13,2.59
REC-63448727,2022-05-06,79.12,2.65,82.59,2.56
REC-73538641,2021-10-25,70.46,8.17,86.01,0.75
REC-14915156,2022-06-02,76.53,1.37,91.03,3.03
REC-48401154,2020-08-27,94.9,8.53,84.4,0.32
REC-16416148,2023-02-08,88.63,9.17,85.98,3.13
REC-46670512,2024-01-17,76.04,8.64,86.43,4.95
REC-59394697,2019-09-05,82.12,0.16,91.83,0.06
REC-63690013,2024-04-13,77.66,0.89,81.57,2.13
REC-61894582,2023-08-07,89.87,6.13,90.62,3.41
REC-35074182,2023-03-08,97.02,1.31,93.19,2.74
REC-76776459,2020-02-17,81.44,8.42,98.14,0.36
REC-79696025,2021-04-06,70.94,6.95,88.77,2.76
REC-21087928,2024-01-29,74.56,1.74,82.01,3.69
REC-20593403,2022-09-30,82.59,0.97,80.8,2.4
REC-90859912,2023-11-28,94.32,4.12,94.93,2.02
REC-83212334,2023-06-06,72.09,0.48,81.22,4.71
REC-53112268,2020-02-09,97.95,1.07,97.25,0.8
REC-20746667,2021-05-26,77.37,7.29,94.96,1.99
REC-98707076,2021-12-09,90.87,1.18,85.01,0.7
REC-51137177,2024-05-04,71.5,6.1,88.13,1.58
REC-90882505,2020-10-13,75.17,0.21,80.63,2.54
REC-32366682,2022-02-12,87.66,9.23,94.96,3.33
REC-57183837,2023-05-25,94.36,8.29,96.04,3.63
REC-15684813,2023-10-16,92.85,5.46,92.55,4.68
REC-92523968,2020-09-13,90.4,8.97,82.72,1.25
REC-46850196,2019-11-30,84.74,1.94,95.0,1.38
REC-20071854,2021-09-14,79.71,4.81,91.93,1.44
REC-58762794,2021-01-06,76.4,2.91,97.09,5.0
REC-31473054,2022-04-24,76.4,6.88,99.19,2.29
REC-29163535,2024-05-09,76.75,4.11,97.54,2.64
REC-14670638,2019-10-14,74.19,8.53,88.0,3.65
REC-19023909,2024-05-13,89.99,5.47,84.11,3.78
REC-96592295,2023-02-20,86.85,4.11,94.3,2.44
REC-58607028,2020-06-17,96.98,7.91,91.64,3.35
REC-86134287,2021-07-31,85.19,8.71,84.27,2.13
REC-91214453,2020-08-19,80.15,6.58,94.35,2.79
REC-70387584,2023-08-05,87.25,1.89,92.07,0.16
REC-59930790,2020-08-31,70.83,8.24,83.99,0.3
REC-20319387,2020-12-23,91.26,0.62,80.7,0.84
REC-81062902,2023-11-28,79.32,7.78,90.86,4.16
REC-63423225,2022-02-24,98.43,3.69,80.2,3.45
REC-97182566,2023-12-31,95.41,5.4,88.29,4.89
REC-43502308,2021-12-29,80.8,4.21,81.98,0.21
REC-13478029,2023-03-15,97.35,1.75,96.69,0.75
REC-76980546,2023-10-10,78.27,7.97,85.76,0.97
REC-61940566,2023-09-08,98.52,6.25,96.34,3.27
REC-45135070,2021-09-28,92.74,5.96,85.49,1.26
