record_id,date,inventory_level,order_fulfillment_rate,supplier_performance
REC-94216001,2019-11-01,8151,95.62,79.32
REC-51464269,2024-07-25,8115,96.94,75.79
REC-14478111,2022-11-26,9796,91.54,98.88
REC-27637794,2023-09-22,772,86.83,80.39
REC-49609054,2019-09-20,1526,89.18,98.01
REC-65767881,2022-08-29,9738,92.03,83.93
REC-36950221,2022-03-17,2012,91.16,60.73
REC-82398083,2022-12-26,1218,94.82,69.14
REC-81249799,2023-03-26,4187,93.53,74.55
REC-46578001,2024-03-31,1773,95.84,68.25
REC-44489940,2024-04-24,8764,96.92,63.96
REC-49613214,2021-07-18,5254,92.07,88.44
REC-25457816,2023-10-27,3495,88.86,97.95
REC-20106509,2021-07-14,1210,89.24,82.21
REC-40281491,2021-12-27,1459,98.26,94.51
REC-84801233,2023-05-18,1521,90.79,98.18
REC-22120246,2023-10-19,4362,89.69,93.07
REC-11868130,2019-12-01,8684,93.51,82.45
REC-82017516,2022-12-23,9428,95.63,64.58
REC-71040347,2022-07-12,2318,95.17,82.88
REC-45186708,2023-02-09,4477,92.3,71.94
REC-95704631,2021-01-26,4827,88.61,97.45
REC-24541967,2023-08-24,3950,95.25,60.11
REC-73280554,2020-10-02,9567,95.97,74.68
REC-93154172,2024-03-18,4958,92.88,68.12
REC-91883846,2019-11-24,5928,90.4,86.71
REC-96926431,2023-01-08,1251,88.15,79.91
REC-95282470,2024-06-20,9344,93.83,80.83
REC-50559278,2019-11-25,6959,98.55,86.89
REC-25659979,2020-05-19,6032,96.82,70.36
REC-16086345,2023-04-25,2269,98.95,75.26
REC-50851122,2020-10-27,139,91.97,89.77
REC-25585427,2023-08-06,2611,92.02,98.72
REC-41514326,2021-03-19,8844,92.96,62.07
REC-28208520,2020-02-05,5796,92.14,87.57
REC-70887034,2021-11-18,4929,93.44,86.83
REC-99991136,2022-11-22,7163,97.11,74.68
REC-66254240,2022-06-15,826,96.42,98.21
REC-65684858,2021-06-20,2014,99.79,72.35
REC-75679047,2023-07-15,3489,96.21,62.12
REC-47546086,2022-06-13,1580,98.68,89.56
REC-59731689,2022-07-16,9490,89.42,60.61
REC-69509870,2022-11-22,3167,98.92,97.29
REC-41690501,2022-01-13,6587,93.33,66.81
REC-23335151,2023-04-03,662,94.78,88.5
REC-83076970,2021-10-24,9805,85.34,77.76
REC-18126895,2020-05-13,2693,98.17,83.43
REC-47028180,2023-09-02,2529,85.99,66.68
REC-26395999,2019-11-01,4056,98.79,96.0
REC-22304198,2024-04-03,7596,86.59,60.75
REC-96128115,2020-02-10,430,92.94,73.91
REC-16788532,2022-08-24,8951,90.54,73.17
REC-42691263,2021-07-29,2711,97.51,91.99
REC-85776373,2020-04-02,8946,98.31,74.33
REC-19208698,2020-01-05,1916,91.73,81.49
REC-88703005,2019-12-07,8501,97.16,97.89
REC-41272553,2021-10-09,5102,98.23,75.79
REC-29804386,2021-05-13,2602,93.84,78.85
REC-47215199,2019-11-04,3909,92.59,88.69
REC-27447248,2020-12-18,3375,97.48,84.94
REC-43642236,2021-09-12,4715,91.39,71.5
REC-24754064,2020-09-28,8923,96.09,76.71
REC-27690330,2023-09-12,6730,92.36,61.48
REC-58082464,2020-08-22,914,92.08,79.83
REC-89034501,2024-06-19,1636,87.37,90.57
REC-12118101,2021-07-10,682,97.69,73.85
REC-45617024,2023-08-16,2477,91.25,75.42
REC-27013243,2021-11-06,344,85.74,82.94
REC-80610004,2022-10-22,5402,87.16,96.81
REC-18530615,2021-02-04,939,93.48,85.96
REC-70166480,2020-08-22,2260,99.0,97.53
REC-78885632,2021-01-22,983,87.1,72.88
REC-70667140,2022-04-25,8573,91.42,67.83
REC-39735904,2020-08-02,2172,97.42,66.3
REC-98436473,2024-08-03,4235,85.94,87.46
REC-50484137,2019-11-20,3635,90.98,66.81
REC-96347724,2022-04-28,2260,93.88,89.45
REC-18163847,2024-07-25,5070,96.4,90.95
REC-63904155,2022-11-11,2466,92.72,66.61
REC-24490391,2023-01-16,5833,98.91,78.33
REC-69533928,2021-05-10,1078,92.76,75.28
REC-20843514,2020-04-25,8953,96.04,68.47
REC-91644298,2021-09-25,3866,86.67,93.59
REC-18815720,2020-07-14,4009,88.8,80.2
REC-46912022,2022-03-26,9692,95.58,89.83
REC-53645651,2020-09-12,2507,92.7,94.88
REC-90180577,2024-06-25,5545,88.34,88.7
REC-49580505,2020-01-07,6721,94.86,95.8
REC-77853916,2022-08-15,5373,92.13,91.73
REC-23311507,2024-03-14,7242,93.15,79.89
REC-97874085,2023-04-24,7307,88.28,79.86
REC-67723010,2022-10-27,1010,96.97,82.53
REC-40667888,2020-04-03,871,85.23,97.35
REC-55490631,2023-12-21,742,91.07,66.48
REC-63516659,2022-07-28,2315,96.85,85.38
REC-22762205,2019-10-11,6399,88.35,62.23
REC-67279295,2023-03-30,258,92.34,78.01
REC-99269266,2023-11-03,2519,91.81,80.28
REC-60237832,2020-07-25,3610,86.15,92.42
REC-73655158,2023-05-10,5223,97.3,76.16
REC-22243983,2022-10-01,7815,96.87,70.35
REC-22513132,2023-07-31,5005,93.33,64.0
REC-22960658,2020-12-20,6506,87.67,96.18
REC-27463800,2023-05-17,8892,92.08,75.32
REC-88714010,2021-03-02,8990,87.44,94.17
REC-99927658,2024-02-09,3859,94.49,94.52
REC-65137801,2021-12-19,7978,93.02,95.06
REC-99300492,2024-03-31,3687,92.33,60.9
REC-16904975,2023-10-13,4052,85.89,72.21
REC-90585678,2023-08-16,8607,89.28,93.77
REC-57197152,2023-05-17,6355,87.57,64.18
REC-87566910,2021-12-13,7533,90.7,94.85
REC-38553319,2022-05-30,1658,89.75,89.0
REC-98145654,2021-10-03,8620,97.06,95.97
REC-40097636,2020-05-28,9098,88.15,62.96
REC-56991504,2022-01-15,4962,89.57,92.9
REC-25419645,2023-07-03,8847,86.42,99.56
REC-87054398,2021-09-28,9479,90.19,73.92
REC-67594492,2023-08-15,8808,97.4,64.28
REC-91737913,2024-07-07,8971,92.34,72.46
REC-13886030,2022-11-22,270,87.01,97.75
REC-46677730,2022-07-13,6904,90.15,69.68
REC-55610493,2019-11-30,9684,92.01,76.17
REC-10819505,2023-11-15,6216,90.8,73.21
REC-29226889,2022-06-07,6155,85.32,79.34
REC-19339597,2021-03-19,8242,92.79,82.51
REC-94982908,2023-10-25,8196,95.59,91.31
REC-22315507,2021-06-22,436,86.12,96.58
REC-38874646,2022-09-08,4198,98.5,80.92
REC-66348963,2021-11-12,2129,87.82,94.39
REC-55754284,2022-07-25,8235,87.07,98.65
REC-59667685,2022-01-17,5606,94.57,60.37
REC-53537934,2022-01-07,3727,93.63,99.41
REC-17061037,2024-05-24,2281,96.33,70.68
REC-31127198,2019-10-03,6671,85.62,77.27
REC-20949687,2024-01-24,3767,93.6,97.03
REC-69473616,2021-04-17,2855,85.24,70.38
REC-75184410,2020-05-24,4152,95.18,67.94
REC-65590800,2021-09-20,849,87.33,91.57
REC-38933176,2023-02-15,3157,85.65,96.16
REC-25276327,2023-10-28,4969,97.09,87.72
REC-67702031,2024-05-22,5500,91.28,91.14
REC-48016697,2021-09-17,403,95.76,63.37
REC-80723898,2023-09-20,2392,98.95,73.74
REC-16095815,2023-11-04,4190,98.62,72.19
REC-63051354,2023-06-25,970,88.41,60.12
REC-11031743,2019-10-25,8603,89.96,70.79
REC-50455821,2020-06-17,1431,99.67,91.47
REC-28419343,2022-03-04,4230,90.85,75.71
REC-48848936,2021-07-21,9418,91.76,73.01
REC-26104026,2023-02-09,2782,99.0,72.68
REC-76757928,2021-09-26,344,86.51,70.41
REC-33581357,2022-04-10,9123,94.24,97.45
REC-61030579,2024-08-12,8491,90.52,61.02
REC-40884937,2022-10-22,3560,88.87,61.51
REC-84990607,2023-09-11,4327,99.74,70.97
REC-19673809,2024-05-17,8150,86.62,86.01
REC-15677713,2024-03-08,9643,99.72,73.51
REC-12515446,2022-08-05,9098,95.03,89.88
REC-20450542,2023-04-15,7295,91.52,68.03
REC-87277086,2024-05-07,5391,90.55,62.85
REC-86960402,2022-06-25,7155,91.51,65.24
REC-95918360,2022-08-30,1584,88.64,67.37
REC-48858073,2023-07-12,2194,98.12,66.82
REC-64362516,2021-12-21,1495,97.77,77.1
REC-53589647,2022-04-11,6368,89.73,81.68
REC-92963368,2021-10-22,3896,89.96,94.42
REC-58567046,2021-08-18,5378,86.95,90.0
REC-68614462,2020-09-10,9038,89.07,72.17
REC-42657384,2021-04-22,9960,92.45,61.65
REC-89036966,2022-05-09,3927,94.29,65.75
REC-80325062,2020-09-07,5158,90.52,63.11
REC-63118906,2024-03-23,7035,92.17,68.94
REC-55568701,2021-03-30,9976,89.35,84.54
REC-54703713,2021-04-19,668,95.57,96.2
REC-20251466,2021-07-05,1225,94.79,90.78
REC-94989976,2023-10-15,5112,90.48,96.18
REC-81216573,2022-01-08,2892,90.2,60.77
REC-36025314,2024-02-17,891,91.35,85.05
REC-57123808,2022-01-28,3703,99.26,62.9
REC-41711468,2020-07-10,8033,97.61,72.94
REC-29655410,2021-04-27,9230,87.16,92.91
REC-36477373,2022-03-10,4304,98.21,73.09
REC-90852623,2021-08-08,843,90.41,91.94
REC-97980930,2022-09-27,1806,86.24,84.26
REC-33776150,2021-03-12,3781,93.85,71.92
REC-72270726,2022-03-29,6554,97.12,66.69
REC-85764804,2019-10-15,8376,91.19,90.57
REC-94183695,2024-03-18,3317,93.44,79.16
REC-30261159,2020-09-29,9206,93.64,83.34
REC-19165226,2022-01-01,3052,92.87,81.76
REC-69352161,2020-01-21,6327,87.76,75.15
REC-46866075,2020-02-18,2076,92.43,60.71
REC-57236885,2024-05-17,9666,98.07,89.93
REC-19957701,2022-02-25,8555,93.6,60.95
REC-71974027,2020-09-28,8396,98.98,88.69
REC-15047559,2023-11-05,1118,99.05,93.08
REC-59491122,2020-07-16,2917,95.68,76.91
REC-20298660,2019-10-10,1207,93.51,98.03
REC-92545028,2024-07-20,1997,86.92,68.99
REC-61604364,2022-02-01,7329,93.84,85.06
REC-87890494,2023-08-30,1874,90.49,97.98
REC-70362235,2023-09-28,6030,96.98,94.26
REC-53154591,2023-06-01,7635,91.77,60.61
REC-77292380,2022-07-26,1048,99.65,89.59
REC-18304547,2021-03-27,6931,85.09,72.04
REC-23891786,2020-02-08,9336,97.94,80.36
REC-21318464,2021-10-25,2642,99.79,63.54
REC-96721710,2023-09-25,1872,95.83,88.88
REC-15253567,2020-08-21,2662,99.43,81.96
REC-68754920,2020-03-23,5994,95.15,87.0
REC-80339290,2023-01-28,1401,99.24,73.58
REC-91846696,2023-11-07,7237,98.65,72.16
REC-58841557,2020-04-19,5956,97.29,63.2
REC-47969333,2024-07-29,7053,96.85,86.25
REC-64864099,2020-02-15,3407,86.6,79.81
REC-90246882,2020-12-16,4566,88.84,61.28
REC-94676162,2020-12-08,4884,99.24,93.03
REC-18846539,2024-06-15,8145,97.47,86.44
REC-22684373,2022-04-02,4662,87.38,96.91
REC-48137561,2020-05-23,9575,86.96,82.85
REC-98122539,2021-10-12,4190,93.0,65.52
REC-54743095,2020-09-04,8778,98.12,96.96
REC-88213973,2024-05-31,1180,86.4,88.27
REC-56952151,2023-03-18,6755,98.86,88.5
REC-98054173,2021-08-03,1965,91.74,76.89
REC-27307598,2024-02-11,3621,92.99,70.71
REC-51551377,2022-11-26,3867,94.27,88.74
REC-96368203,2023-07-02,3239,89.09,95.0
REC-27152188,2023-06-08,9256,91.35,66.9
REC-22543044,2022-03-13,9764,98.53,80.33
REC-78248169,2023-04-26,5183,88.24,90.86
REC-12446861,2022-04-07,8744,99.15,67.19
REC-51455302,2024-07-03,8291,91.25,84.9
REC-38748452,2020-03-07,6489,90.74,73.03
REC-75266178,2020-07-06,1384,92.32,97.65
REC-40406092,2021-06-08,1461,94.92,61.76
REC-30796389,2021-06-18,1565,95.54,97.71
REC-49700543,2021-12-02,7334,92.53,83.53
REC-78140959,2020-05-11,6401,93.55,74.64
REC-80669879,2021-01-01,9747,88.97,66.0
REC-98842638,2021-09-16,1417,94.51,68.89
REC-92950779,2021-02-23,9380,90.21,64.66
REC-90161060,2024-05-12,1229,87.14,93.53
REC-30703455,2020-04-22,2918,96.49,62.73
REC-34272734,2020-12-31,8623,90.75,94.86
REC-68743530,2019-09-10,9790,98.83,90.05
REC-65144509,2023-02-22,8853,93.67,62.61
REC-41880763,2023-07-02,2712,90.25,72.53
REC-91952730,2023-08-31,4576,93.18,65.89
REC-70254091,2022-02-22,500,86.32,87.32
REC-81673763,2019-12-12,7518,85.12,79.01
REC-51536077,2021-08-21,5253,99.4,85.32
REC-36040410,2022-02-13,7807,89.61,96.2
REC-86560394,2022-01-27,4189,97.45,66.18
REC-71965637,2023-07-13,1474,98.34,87.02
REC-61254050,2020-04-10,1525,89.06,99.97
REC-80794454,2021-08-27,7269,98.97,74.46
REC-31751079,2021-12-01,1501,90.05,70.1
REC-91156554,2021-05-08,8315,95.62,93.31
REC-43554863,2023-04-14,6487,95.19,84.28
REC-96057593,2020-08-23,9754,86.5,90.18
REC-59823245,2024-04-19,9405,98.42,88.6
REC-79244185,2021-07-31,8807,88.99,66.04
REC-48260510,2020-12-07,5368,97.58,94.22
REC-31516757,2021-12-05,8202,93.59,78.34
REC-70306604,2020-11-16,4671,92.23,76.03
REC-29776801,2020-04-10,2385,92.51,98.05
REC-22309586,2020-03-05,2941,89.58,87.83
REC-70549373,2021-01-29,2187,88.27,66.57
REC-13579612,2022-04-14,2479,97.97,95.4
REC-17148018,2024-07-05,2032,99.24,99.87
REC-77378254,2022-02-14,2087,87.46,90.13
REC-41645597,2023-05-28,568,98.56,92.21
REC-20952896,2020-09-22,6293,85.91,95.47
REC-40137082,2023-08-28,6606,93.48,69.95
REC-52773159,2022-04-03,9832,85.64,66.4
REC-97236246,2023-02-03,6096,97.69,86.81
REC-29602406,2021-12-25,4455,93.67,81.1
REC-15140967,2023-12-04,3842,96.35,72.38
REC-73411827,2024-04-05,6133,91.93,99.96
REC-72962895,2023-11-14,4770,85.95,96.12
REC-92590645,2023-05-24,475,94.4,93.12
REC-20633503,2020-05-08,6813,94.37,93.02
REC-44349528,2020-01-03,8167,91.63,85.78
REC-30068183,2023-05-06,2888,95.22,76.7
REC-91722503,2022-05-30,8520,99.97,69.79
REC-66808292,2021-10-18,6460,93.48,63.1
REC-48668339,2019-11-21,8183,97.39,73.36
REC-50419829,2020-06-11,6018,98.71,98.71
REC-16408822,2021-08-13,7714,90.59,93.66
REC-66348030,2024-07-24,570,89.14,67.01
REC-18429833,2024-08-30,5116,93.11,95.69
REC-77085942,2019-11-05,3939,88.96,96.4
REC-12205915,2021-12-17,6404,90.08,90.28
REC-87181563,2024-07-27,4070,94.16,89.23
REC-29270557,2020-01-04,5191,86.86,82.58
REC-67611469,2021-02-27,4066,91.27,69.84
REC-92518345,2023-09-02,2656,85.81,62.79
REC-42287985,2024-01-31,8514,90.25,64.75
REC-35140847,2023-06-06,2837,86.15,78.92
REC-80260907,2022-01-13,5883,91.95,84.54
REC-19083764,2021-03-18,760,88.14,78.13
REC-83025444,2024-08-24,6437,86.16,75.67
REC-78131950,2023-05-18,137,86.13,73.9
REC-62405812,2023-11-07,2176,94.59,92.83
REC-15843091,2020-06-11,8014,89.73,91.7
REC-60103798,2023-09-01,7835,94.53,77.71
REC-12179995,2022-08-18,5716,88.86,94.01
REC-19067690,2023-02-21,8775,86.43,86.96
REC-42363373,2022-07-03,900,93.94,72.58
REC-88101741,2022-05-26,1940,86.79,96.96
REC-27905932,2020-07-22,1623,91.27,71.67
REC-57284777,2021-01-13,8564,92.44,77.24
REC-55439043,2022-06-22,8427,97.3,95.19
REC-72360629,2023-03-03,2371,86.02,70.9
REC-94790150,2023-11-19,6666,88.0,98.93
REC-28099607,2022-02-13,5261,99.33,79.87
REC-71428713,2023-01-28,3012,90.33,71.26
REC-49385195,2024-05-07,2125,86.37,70.39
REC-15879578,2019-12-25,5411,90.4,84.0
REC-15624520,2023-07-16,2186,99.69,86.2
REC-51617680,2020-06-01,3132,94.99,70.6
REC-63448727,2022-05-06,7154,90.63,99.17
REC-73538641,2021-10-25,3703,98.15,91.27
REC-14915156,2022-06-02,1542,89.44,69.79
REC-48401154,2020-08-27,4889,89.08,63.53
REC-16416148,2023-02-08,823,95.5,63.76
REC-46670512,2024-01-17,1473,94.98,98.26
REC-59394697,2019-09-05,2464,97.63,85.93
REC-63690013,2024-04-13,784,94.93,88.85
REC-61894582,2023-08-07,2079,87.02,71.58
REC-35074182,2023-03-08,8087,98.5,71.41
REC-76776459,2020-02-17,9880,87.41,63.42
REC-79696025,2021-04-06,6690,91.39,63.01
REC-21087928,2024-01-29,3780,99.04,91.09
REC-20593403,2022-09-30,8189,93.48,88.92
REC-90859912,2023-11-28,3464,88.23,88.88
REC-83212334,2023-06-06,5667,97.83,83.32
REC-53112268,2020-02-09,2539,91.53,81.42
REC-20746667,2021-05-26,9051,96.45,89.82
REC-98707076,2021-12-09,7999,99.81,82.4
REC-51137177,2024-05-04,7265,96.14,79.05
REC-90882505,2020-10-13,5565,97.56,84.52
REC-32366682,2022-02-12,1445,92.02,69.32
REC-57183837,2023-05-25,9257,85.29,64.43
REC-15684813,2023-10-16,4360,91.3,84.53
REC-92523968,2020-09-13,9985,96.43,79.25
REC-46850196,2019-11-30,9364,87.44,84.03
REC-20071854,2021-09-14,8217,97.37,69.48
REC-58762794,2021-01-06,478,91.21,84.56
REC-31473054,2022-04-24,1730,91.36,82.26
REC-29163535,2024-05-09,8450,86.26,80.67
REC-14670638,2019-10-14,3291,99.59,91.24
REC-19023909,2024-05-13,3470,91.53,84.93
REC-96592295,2023-02-20,5307,87.11,64.0
REC-58607028,2020-06-17,2267,98.63,71.34
REC-86134287,2021-07-31,7234,94.2,62.24
REC-91214453,2020-08-19,5393,97.26,81.35
REC-70387584,2023-08-05,6092,97.44,87.82
REC-59930790,2020-08-31,4297,99.97,60.14
REC-20319387,2020-12-23,5715,89.85,99.29
REC-81062902,2023-11-28,7959,98.5,64.73
REC-63423225,2022-02-24,2284,99.61,60.69
REC-97182566,2023-12-31,3407,99.39,85.55
REC-43502308,2021-12-29,8122,88.82,72.2
REC-13478029,2023-03-15,4003,90.51,68.31
REC-76980546,2023-10-10,9375,85.49,92.83
REC-61940566,2023-09-08,1364,87.72,81.77
REC-45135070,2021-09-28,2910,90.37,63.96
REC-69897763,2023-07-22,3110,90.28,77.15
REC-92124765,2024-05-10,5499,92.19,89.15
REC-75927774,2020-11-24,5371,95.55,68.1
REC-26460116,2022-12-06,1257,90.73,63.67
REC-19939096,2021-04-16,3669,92.05,81.21
REC-33173544,2023-12-29,577,94.91,93.34
REC-21783073,2020-10-30,2384,92.56,93.97
REC-99635939,2020-04-05,2790,96.14,74.26
REC-18715975,2022-01-07,1261,85.48,78.5
REC-48971765,2023-03-14,3366,88.76,72.45
REC-31139996,2022-07-23,6944,86.5,65.93
REC-58518659,2023-12-27,3698,86.42,73.87
REC-40097200,2021-12-10,6017,91.49,85.67
REC-36975128,2019-09-09,3048,96.85,92.09
REC-41774192,2022-01-27,5530,95.91,73.99
REC-13527782,2022-03-17,352,95.18,89.9
REC-84359498,2024-08-29,1414,93.57,69.82
REC-72734149,2024-08-07,617,90.35,93.31
REC-92134318,2023-11-01,670,97.81,64.1
REC-18824561,2020-12-06,9339,87.46,93.84
REC-63440127,2023-06-20,8581,87.41,89.33
REC-80557676,2024-04-01,3759,87.65,81.95
REC-64953237,2023-10-15,9615,90.32,98.06
REC-26821075,2022-08-09,3237,89.15,88.59
REC-96213226,2022-06-30,2238,92.37,71.81
REC-70394554,2024-05-12,1866,93.94,95.73
REC-79438885,2024-04-16,5627,93.72,81.2
REC-27224779,2022-11-16,9382,96.9,61.37
REC-27318510,2023-07-17,871,90.64,97.11
REC-77493234,2022-05-28,8822,87.91,66.46
REC-26664623,2021-04-10,4618,97.92,93.25
REC-30537388,2021-09-12,1337,88.94,61.79
REC-32099899,2024-07-13,8373,95.93,95.87
REC-53306792,2022-12-04,4661,88.45,70.12
REC-56442431,2021-08-27,5627,98.29,76.93
REC-48124318,2023-03-01,2828,86.58,87.34
REC-43635675,2020-01-15,8741,89.64,95.43
REC-95235919,2022-05-17,3783,94.03,78.16
REC-26800072,2023-09-10,627,91.75,84.51
REC-92467167,2022-11-29,8851,88.63,60.06
REC-22539748,2022-12-14,7454,93.08,70.18
REC-96031876,2020-12-17,9445,99.12,93.98
REC-89431184,2023-11-18,2481,94.47,63.43
REC-32978158,2019-12-26,1042,96.95,76.52
REC-85647532,2020-09-28,2448,88.3,97.89
REC-13808225,2023-12-10,4398,97.42,66.55
REC-16101779,2022-06-29,4149,93.66,87.06
REC-97393186,2020-07-09,5928,92.33,61.07
REC-86790955,2023-05-31,9094,99.93,60.55
REC-92961108,2020-07-07,9637,86.88,84.53
REC-76845536,2024-02-22,9683,89.37,64.93
REC-48879071,2023-07-22,6252,94.58,97.72
REC-74819756,2019-10-19,5005,86.73,64.11
REC-64504816,2020-11-22,1558,87.2,65.59
REC-70873663,2023-02-26,5211,97.49,70.16
REC-18041391,2020-12-24,6254,90.19,86.89
REC-69002851,2020-04-21,1344,97.6,71.69
REC-74995086,2023-08-30,8523,92.83,80.65
REC-37383505,2021-12-03,4857,85.72,69.86
REC-91424562,2022-07-19,3274,98.1,73.48
REC-51954112,2023-01-18,2090,87.85,94.03
REC-56354851,2020-05-08,9591,99.0,61.4
REC-27551135,2022-06-18,1021,90.92,84.34
REC-79119463,2024-03-16,8216,93.9,67.57
REC-52831009,2022-11-25,6340,98.74,75.53
REC-72608888,2022-05-12,1285,97.29,71.04
REC-45899440,2023-10-27,1180,93.62,90.73
REC-43275109,2024-04-08,4616,85.29,86.14
REC-22993840,2019-12-22,9952,91.74,81.99
REC-48951595,2020-04-01,6743,89.8,75.32
REC-92594562,2021-08-31,1727,97.14,82.07
REC-43322272,2022-02-10,5562,93.44,69.97
REC-53947691,2021-08-08,9614,86.89,78.11
REC-35479101,2020-06-08,1733,95.57,72.35
REC-76876068,2023-05-12,9240,99.59,78.62
REC-72654864,2020-07-03,2519,86.39,88.5
REC-51411602,2020-07-10,6991,88.24,65.63
REC-13110670,2023-06-11,2000,98.01,60.73
REC-62780072,2021-01-30,3937,99.66,69.48
REC-71368457,2022-03-20,2551,88.75,79.54
REC-38876195,2019-11-30,8204,93.91,72.6
REC-16530784,2020-01-22,5419,86.46,61.61
REC-47763008,2022-06-05,1532,91.47,93.13
REC-90197611,2020-02-23,6244,87.89,68.16
REC-48352498,2022-03-01,9295,97.47,61.61
REC-11097552,2022-09-19,8051,91.51,79.93
REC-67838146,2022-11-09,5750,85.73,95.12
REC-45496951,2023-05-02,9813,86.98,64.56
REC-64123845,2020-11-27,6983,85.67,66.01
REC-16072331,2021-09-29,7390,97.65,98.08
REC-16866268,2024-03-09,9993,98.86,93.0
REC-58657117,2023-03-05,9236,89.32,89.42
REC-19869264,2024-06-25,2212,98.48,83.74
REC-77680031,2021-03-14,9427,96.01,84.83
REC-83800569,2021-02-11,9904,92.38,73.54
REC-93650068,2021-02-26,1633,91.88,70.95
REC-27268907,2020-05-04,2028,94.52,61.71
REC-62868861,2022-12-03,9734,85.74,81.76
REC-55511258,2021-09-19,5256,91.08,61.6
REC-29363237,2023-11-26,4963,96.23,96.09
REC-90861208,2024-08-17,6949,97.88,68.83
REC-63873262,2020-11-19,8942,95.78,77.61
REC-15402922,2021-08-23,3426,91.25,74.15
REC-15222944,2023-08-04,7187,86.74,76.07
REC-54699966,2021-10-30,4895,98.26,87.97
REC-79703656,2023-07-30,8775,90.32,99.3
REC-29990477,2021-11-03,2246,89.53,94.42
REC-28761086,2019-10-01,8287,93.04,95.41
REC-92284610,2023-08-17,6108,85.68,86.13
REC-31810655,2022-02-11,3613,89.02,75.02
REC-92745294,2024-04-26,3152,97.54,87.12
REC-89688374,2021-01-04,9065,97.87,67.96
REC-78090664,2020-04-18,2916,89.61,82.38
REC-81449442,2023-06-05,5809,86.98,75.32
REC-85554415,2022-08-10,8745,91.13,62.1
REC-73739005,2024-08-31,6908,98.73,94.1
REC-59440148,2022-03-19,4469,86.54,77.23
REC-24710878,2023-04-12,3764,98.09,72.06
REC-88343175,2021-10-18,240,93.28,88.49
REC-94457912,2023-07-22,4272,98.44,98.25
REC-90115852,2022-03-28,9594,87.82,81.63
REC-45638891,2021-05-12,9744,90.15,87.03
REC-16892773,2022-12-10,2799,89.62,71.15
REC-32885741,2023-10-12,9729,91.27,90.41
REC-94426338,2020-07-29,6546,86.01,88.58
REC-29834119,2021-09-07,9039,98.85,89.64
REC-14237322,2022-11-29,2267,93.95,73.77
REC-35606639,2024-07-13,1462,87.82,73.25
REC-69195194,2022-09-21,8265,85.49,62.77
REC-66207740,2024-07-22,8530,93.64,62.63
REC-65426567,2022-03-09,7413,96.6,93.56
REC-65079923,2022-03-07,6407,85.58,77.35
REC-92071195,2019-11-09,7691,90.77,91.04
REC-18359252,2023-01-13,8304,95.43,89.64
REC-79616482,2022-01-01,2507,93.23,67.92
REC-85280948,2019-09-27,9393,93.2,70.27
REC-98882576,2024-06-25,1164,95.47,74.84
REC-80528349,2020-02-01,1197,94.14,92.29
REC-52111160,2023-11-23,3818,90.33,79.83
REC-71694994,2022-02-07,1002,86.38,69.59
REC-55946354,2021-08-16,1157,90.14,63.07
REC-57551594,2022-08-31,3066,94.59,78.28
REC-91883092,2021-07-13,3558,92.89,65.12
REC-35805259,2021-04-14,8673,87.64,76.34
REC-47447604,2021-10-19,5957,85.43,90.83
REC-40181142,2020-10-30,7208,85.53,62.39
REC-48789478,2020-06-29,6177,92.94,77.97
REC-75632882,2020-01-02,2781,95.71,73.07
