record_id,date,returns,customer_complaints,shipping_time_days,delivery_accuracy,transportation_costs
REC-31585546,2023-02-03,89,39,6.73,99.2,3180.83
REC-65250068,2022-03-08,19,41,4.98,93.38,9361.68
REC-48683937,2024-05-20,46,38,5.4,95.08,9919.13
REC-83832717,2020-10-01,7,22,6.51,94.4,5532.92
REC-71045700,2021-04-20,43,11,2.14,91.26,3178.97
REC-52213778,2023-03-31,61,4,6.69,97.67,2756.04
REC-53389073,2022-11-22,92,15,5.25,97.14,2598.78
REC-64247457,2021-02-23,61,22,6.44,91.91,6192.75
REC-10154493,2024-07-05,90,48,5.6,96.58,8256.57
REC-72005415,2022-03-25,63,18,6.82,91.12,2758.2
REC-17275149,2023-02-14,80,28,2.21,90.8,4797.09
REC-79583757,2024-04-30,33,6,1.55,98.55,6342.5
REC-93568503,2019-09-03,43,18,1.48,93.59,8597.86
REC-93940940,2022-04-03,57,5,5.83,99.67,2759.13
REC-16927215,2022-02-09,81,40,5.28,93.66,624.07
REC-45843681,2021-06-16,88,25,4.37,90.06,877.25
REC-27584297,2023-04-29,85,9,5.01,94.1,4759.94
REC-68802946,2024-08-07,11,27,5.61,99.02,4518.91
REC-26297533,2022-05-30,22,26,5.58,92.48,459.77
REC-94560158,2023-08-16,64,45,2.03,98.08,6959.5
REC-31257157,2023-06-05,9,1,5.54,97.94,4996.51
REC-83932360,2023-06-06,87,1,2.44,94.18,2586.8
REC-84121929,2021-06-26,19,17,5.76,92.79,6499.01
REC-22510327,2024-01-07,74,34,2.86,96.94,259.63
REC-25228493,2023-09-11,25,0,3.13,98.09,3017.54
REC-25766039,2021-02-10,21,17,5.94,98.57,4209.56
REC-76890827,2020-05-22,85,7,1.54,99.62,8091.89
REC-78299645,2022-01-30,32,18,5.74,96.39,8549.31
REC-65766169,2024-01-20,22,43,3.7,98.37,5765.92
REC-73380266,2022-07-09,78,7,2.97,91.13,8713.25
REC-71308842,2020-06-18,14,3,2.65,94.0,7805.56
REC-61484043,2021-08-31,16,48,1.59,95.8,6315.85
REC-90447099,2022-04-23,16,10,5.77,94.77,1395.72
REC-28321839,2021-07-30,65,31,2.28,96.76,4109.51
REC-47077298,2021-05-12,20,17,2.0,91.21,945.54
REC-55617282,2020-12-02,69,28,4.77,92.75,9104.91
REC-45859307,2019-11-16,27,12,4.02,90.83,6238.01
REC-47962005,2020-01-23,9,46,6.59,92.07,3646.37
REC-88777447,2021-10-01,81,29,3.89,96.81,8602.53
REC-29944139,2023-09-17,34,46,3.28,97.55,6756.04
REC-82287061,2020-04-15,25,37,4.92,95.12,1673.36
REC-56321751,2023-07-17,14,31,2.74,98.82,1555.45
REC-84077101,2023-03-12,62,42,4.05,93.19,9692.78
REC-60628276,2024-07-25,55,43,3.62,97.49,8296.46
REC-53188224,2021-04-28,7,15,3.21,98.55,8041.81
REC-42051937,2022-12-07,70,18,3.1,93.77,5382.19
REC-41348220,2023-11-15,12,27,1.44,98.94,2358.84
REC-15858241,2023-01-25,9,35,4.51,95.87,4512.73
REC-73481797,2021-09-29,98,31,1.12,92.05,4922.12
REC-61818612,2020-12-03,88,15,1.09,92.84,4422.16
REC-76481885,2019-09-19,92,0,1.35,99.21,8756.73
REC-26944487,2020-07-29,14,9,1.51,90.91,9239.92
REC-89212676,2023-04-14,73,19,2.88,94.86,6674.6
REC-23470708,2021-07-12,8,38,5.16,95.72,9083.89
REC-23383077,2021-03-01,89,7,5.03,91.62,4915.78
REC-71327848,2024-01-28,34,14,5.52,92.19,4486.1
REC-29348212,2023-08-15,72,36,5.42,90.7,8658.96
REC-97883261,2020-02-05,18,20,5.5,90.97,4812.96
REC-20043277,2024-05-29,1,24,4.01,96.05,5642.92
REC-45570755,2021-10-15,46,25,6.25,90.83,9159.33
REC-93652460,2020-09-13,37,40,4.67,95.66,7175.55
REC-97219599,2023-07-21,45,17,4.37,90.73,7669.97
REC-54099326,2020-10-20,70,35,4.19,92.85,565.91
REC-61003997,2023-08-15,80,35,6.89,99.83,9257.27
REC-94127561,2024-03-09,68,35,1.74,91.47,394.39
REC-82613940,2024-06-03,40,29,6.14,99.28,9503.31
REC-92874006,2022-05-14,28,49,4.84,91.29,4360.13
REC-41510328,2023-06-08,32,15,2.58,90.05,6718.2
REC-40532691,2023-12-18,26,21,2.29,97.38,1972.47
REC-68246664,2023-04-19,88,30,1.86,95.09,8313.99
REC-95060193,2024-04-30,3,15,4.27,91.68,7628.6
REC-69549527,2023-06-18,84,8,4.47,91.89,9018.99
REC-50193656,2021-01-08,82,44,4.01,97.78,8429.26
REC-16172803,2023-09-15,46,13,2.67,90.62,1708.73
REC-17532195,2023-07-01,54,16,1.54,94.34,3622.35
REC-58112135,2021-11-15,27,3,4.16,97.34,645.59
REC-67805802,2021-10-09,99,28,4.84,90.75,1428.6
REC-42775624,2022-01-10,37,23,3.98,90.94,2978.15
REC-65304649,2024-02-07,11,37,5.19,92.91,3427.99
REC-32814819,2023-10-16,33,48,3.64,94.96,4096.1
REC-20598952,2021-09-14,95,6,4.02,98.67,9531.46
REC-93176117,2022-01-02,32,7,6.02,99.95,323.43
REC-76795767,2023-05-30,15,23,6.59,97.89,7261.61
REC-41163805,2020-04-29,38,19,5.96,98.31,2994.91
REC-95618110,2022-02-05,50,17,3.45,96.62,4702.06
REC-71682508,2021-08-30,30,11,3.05,98.32,2820.5
REC-99501846,2021-12-24,79,32,5.03,93.94,112.72
REC-72445234,2022-07-11,79,17,6.99,98.87,8123.32
REC-83363160,2022-05-22,79,46,3.02,92.11,3200.5
REC-19913576,2024-04-06,55,4,1.55,97.3,3538.15
REC-56381032,2020-05-09,13,2,1.26,93.27,6270.81
REC-95756900,2020-11-04,72,1,5.67,90.2,8915.65
REC-43567615,2020-12-13,68,16,2.9,96.71,411.31
REC-50550084,2021-08-20,30,32,6.79,90.74,629.0
REC-61632653,2022-12-05,28,9,5.43,91.42,8836.45
REC-24314759,2020-12-19,13,39,1.29,90.31,5586.39
REC-61185849,2021-06-27,69,25,1.85,96.4,641.38
REC-87149951,2020-03-19,7,21,1.85,90.01,8120.39
REC-49625201,2023-03-13,49,40,3.67,90.46,235.96
REC-98346110,2023-02-19,69,17,2.18,96.14,968.4
REC-46840133,2022-06-26,21,0,2.79,99.24,2375.08
REC-85957706,2024-04-13,45,22,3.05,99.24,341.47
REC-91390501,2023-08-19,86,32,1.23,91.23,9864.86
REC-48412328,2023-03-16,17,32,3.76,93.63,5907.8
REC-91478884,2020-03-13,10,43,4.36,90.95,2084.64
REC-39394291,2021-06-05,12,34,1.79,96.8,8440.32
REC-93334601,2023-03-30,54,12,4.97,98.82,4152.95
REC-98473848,2022-12-25,6,40,2.97,96.11,8725.52
REC-94322033,2024-08-20,15,14,3.36,93.17,4061.54
REC-94216001,2019-11-01,34,41,2.95,97.82,7614.06
REC-51464269,2024-07-25,0,6,1.01,92.45,6837.77
REC-14478111,2022-11-26,26,46,1.57,90.95,7309.02
REC-27637794,2023-09-22,9,40,2.26,91.45,9053.37
REC-49609054,2019-09-20,79,1,6.28,100.0,2516.23
REC-65767881,2022-08-29,25,36,6.9,96.37,1700.21
REC-36950221,2022-03-17,26,7,2.86,94.83,3298.4
REC-82398083,2022-12-26,79,3,2.75,97.05,7380.82
REC-81249799,2023-03-26,77,3,6.06,93.99,5269.05
REC-46578001,2024-03-31,45,33,5.96,92.28,5291.92
REC-44489940,2024-04-24,16,0,2.61,90.41,7080.13
REC-49613214,2021-07-18,62,12,5.64,93.58,1913.66
REC-25457816,2023-10-27,48,15,3.69,95.71,4412.33
REC-20106509,2021-07-14,16,8,5.43,98.93,4534.64
REC-40281491,2021-12-27,92,2,1.5,91.91,4463.47
REC-84801233,2023-05-18,89,49,4.0,93.05,9740.05
REC-22120246,2023-10-19,38,40,1.17,93.38,1167.75
REC-11868130,2019-12-01,8,28,4.23,92.88,1290.68
REC-82017516,2022-12-23,49,3,1.62,99.43,7971.22
REC-71040347,2022-07-12,93,38,1.12,98.06,1170.88
REC-45186708,2023-02-09,84,23,1.57,90.07,1614.14
REC-95704631,2021-01-26,36,17,2.24,93.78,3235.18
REC-24541967,2023-08-24,80,0,1.35,93.05,1660.84
REC-73280554,2020-10-02,60,33,1.59,98.98,3563.97
REC-93154172,2024-03-18,31,4,1.61,90.49,152.61
REC-91883846,2019-11-24,93,17,2.23,92.47,9961.28
REC-96926431,2023-01-08,73,38,4.63,94.8,8175.09
REC-95282470,2024-06-20,96,33,3.01,99.76,8748.2
REC-50559278,2019-11-25,87,4,4.13,98.36,8318.91
REC-25659979,2020-05-19,37,18,5.55,97.94,6202.96
REC-16086345,2023-04-25,88,23,2.24,94.41,743.51
REC-50851122,2020-10-27,3,7,2.02,93.35,6118.8
REC-25585427,2023-08-06,52,13,6.77,98.34,4948.07
REC-41514326,2021-03-19,5,36,4.1,97.64,4528.59
REC-28208520,2020-02-05,10,26,4.0,91.61,3472.79
REC-70887034,2021-11-18,5,23,6.76,97.16,7902.78
REC-99991136,2022-11-22,28,5,1.02,92.42,5146.26
REC-66254240,2022-06-15,95,4,3.84,96.3,9087.94
REC-65684858,2021-06-20,39,31,6.77,92.47,4555.94
REC-75679047,2023-07-15,13,7,2.86,92.42,2856.81
REC-47546086,2022-06-13,44,30,5.55,95.33,6423.39
REC-59731689,2022-07-16,58,28,5.06,95.23,7841.33
REC-69509870,2022-11-22,77,11,1.52,97.99,8996.3
REC-41690501,2022-01-13,73,28,5.15,97.87,1251.85
REC-23335151,2023-04-03,81,34,3.74,98.46,4578.0
REC-83076970,2021-10-24,34,48,3.44,95.77,1606.53
REC-18126895,2020-05-13,37,15,5.82,93.74,3942.4
REC-47028180,2023-09-02,86,28,4.98,94.19,9657.57
REC-26395999,2019-11-01,3,1,2.68,99.99,2753.31
REC-22304198,2024-04-03,14,46,2.86,91.45,7394.37
REC-96128115,2020-02-10,22,29,1.93,94.52,4139.4
REC-16788532,2022-08-24,11,25,1.59,90.15,1694.89
REC-42691263,2021-07-29,21,28,1.21,94.09,2963.01
REC-85776373,2020-04-02,97,36,6.56,95.89,4136.62
REC-19208698,2020-01-05,5,18,1.21,94.98,5586.28
REC-88703005,2019-12-07,79,30,1.86,97.1,5383.88
REC-41272553,2021-10-09,38,33,4.14,90.24,7927.96
REC-29804386,2021-05-13,56,32,2.58,95.04,7466.09
REC-47215199,2019-11-04,43,27,6.3,94.96,3201.18
REC-27447248,2020-12-18,90,7,5.84,95.1,9776.51
REC-43642236,2021-09-12,75,35,1.62,91.24,1100.18
REC-24754064,2020-09-28,25,42,5.82,97.92,1359.09
REC-27690330,2023-09-12,45,39,5.63,93.51,8138.62
REC-58082464,2020-08-22,16,31,1.84,97.17,4429.09
REC-89034501,2024-06-19,71,23,2.69,92.19,5267.16
REC-12118101,2021-07-10,31,47,3.05,90.84,9928.76
REC-45617024,2023-08-16,55,26,1.05,97.8,6699.7
REC-27013243,2021-11-06,17,4,6.6,96.57,4446.39
REC-80610004,2022-10-22,45,40,3.73,92.39,8372.09
REC-18530615,2021-02-04,4,38,6.55,91.13,1039.35
REC-70166480,2020-08-22,5,43,3.57,93.99,1928.67
REC-78885632,2021-01-22,12,3,5.53,96.07,6305.16
REC-70667140,2022-04-25,80,24,6.85,96.04,7376.33
REC-39735904,2020-08-02,59,42,3.36,92.27,1796.11
REC-98436473,2024-08-03,45,21,5.86,92.66,2229.69
REC-50484137,2019-11-20,85,4,2.29,93.41,7871.06
REC-96347724,2022-04-28,64,29,2.59,91.68,6969.07
REC-18163847,2024-07-25,50,43,5.13,95.13,4640.71
REC-63904155,2022-11-11,78,11,5.35,94.36,6337.34
REC-24490391,2023-01-16,5,32,4.59,92.93,6870.54
REC-69533928,2021-05-10,49,25,2.47,95.6,315.21
REC-20843514,2020-04-25,43,8,1.18,93.97,5756.07
REC-91644298,2021-09-25,22,45,2.21,99.22,8541.39
REC-18815720,2020-07-14,36,42,4.1,93.7,7433.72
REC-46912022,2022-03-26,76,4,5.81,90.41,3850.98
REC-53645651,2020-09-12,69,27,1.95,91.25,1964.85
REC-90180577,2024-06-25,64,26,3.85,96.03,9861.32
REC-49580505,2020-01-07,54,19,2.5,95.35,6927.12
REC-77853916,2022-08-15,73,49,2.02,96.33,4256.72
REC-23311507,2024-03-14,41,46,4.63,96.59,4077.76
REC-97874085,2023-04-24,99,6,3.63,90.3,7729.36
REC-67723010,2022-10-27,80,33,3.76,99.92,2346.17
REC-40667888,2020-04-03,51,47,5.07,95.71,9461.73
REC-55490631,2023-12-21,9,40,5.78,90.04,6350.64
REC-63516659,2022-07-28,18,42,3.42,98.9,3901.09
REC-22762205,2019-10-11,26,20,3.49,90.15,8426.35
REC-67279295,2023-03-30,94,46,2.82,97.71,3339.49
REC-99269266,2023-11-03,10,47,2.68,91.46,2962.86
REC-60237832,2020-07-25,79,28,4.08,98.25,8176.62
REC-73655158,2023-05-10,20,15,6.69,99.02,8769.6
REC-22243983,2022-10-01,65,11,6.28,93.97,2760.14
REC-22513132,2023-07-31,17,26,6.31,96.16,4344.38
REC-22960658,2020-12-20,56,36,2.27,96.33,9762.54
REC-27463800,2023-05-17,15,47,4.36,92.28,8239.89
REC-88714010,2021-03-02,23,23,2.71,95.05,5360.17
REC-99927658,2024-02-09,50,45,6.54,90.57,391.82
REC-65137801,2021-12-19,52,36,5.32,90.94,6374.3
REC-99300492,2024-03-31,9,48,3.44,92.32,5394.53
REC-16904975,2023-10-13,5,44,1.05,92.13,6199.31
REC-90585678,2023-08-16,56,10,7.0,92.63,5803.2
REC-57197152,2023-05-17,31,25,1.81,91.51,7947.51
REC-87566910,2021-12-13,64,3,3.92,98.13,9550.91
REC-38553319,2022-05-30,4,15,3.38,90.78,3798.98
REC-98145654,2021-10-03,39,35,4.01,90.43,3549.93
REC-40097636,2020-05-28,11,16,3.27,94.64,976.37
REC-56991504,2022-01-15,61,41,3.94,99.66,8339.16
REC-25419645,2023-07-03,34,10,3.51,94.41,6379.01
REC-87054398,2021-09-28,85,25,3.82,99.54,1245.18
REC-67594492,2023-08-15,7,48,5.14,95.34,3853.69
REC-91737913,2024-07-07,21,41,5.31,97.43,603.45
REC-13886030,2022-11-22,39,44,4.06,91.28,7416.02
REC-46677730,2022-07-13,33,38,4.92,97.74,8156.91
REC-55610493,2019-11-30,61,37,1.99,99.21,4288.45
REC-10819505,2023-11-15,18,36,5.13,92.95,9142.79
REC-29226889,2022-06-07,20,34,4.18,95.9,2086.1
REC-19339597,2021-03-19,20,8,2.53,92.63,488.61
REC-94982908,2023-10-25,20,35,4.48,99.48,780.63
REC-22315507,2021-06-22,46,2,1.06,92.75,1183.06
REC-38874646,2022-09-08,51,10,6.47,95.02,9661.8
REC-66348963,2021-11-12,84,35,1.44,96.29,7950.8
REC-55754284,2022-07-25,11,10,5.49,94.7,7851.05
REC-59667685,2022-01-17,41,13,2.84,90.36,9334.51
REC-53537934,2022-01-07,52,8,1.01,97.26,6604.95
REC-17061037,2024-05-24,18,6,3.79,95.38,9952.08
REC-31127198,2019-10-03,71,31,1.01,90.79,7653.69
REC-20949687,2024-01-24,93,23,1.79,96.76,5642.84
REC-69473616,2021-04-17,36,22,5.59,90.22,5066.96
REC-75184410,2020-05-24,15,0,4.97,94.09,8964.59
REC-65590800,2021-09-20,45,41,5.26,91.15,4127.41
REC-38933176,2023-02-15,20,13,3.9,93.36,1629.48
REC-25276327,2023-10-28,39,42,2.72,95.17,2707.3
REC-67702031,2024-05-22,85,4,2.3,97.14,3762.45
REC-48016697,2021-09-17,57,28,5.08,98.31,511.8
REC-80723898,2023-09-20,95,22,6.45,90.97,6103.46
REC-16095815,2023-11-04,90,34,4.47,96.47,6900.17
REC-63051354,2023-06-25,38,47,5.5,99.39,633.59
REC-11031743,2019-10-25,46,25,2.51,91.66,3559.79
REC-50455821,2020-06-17,65,45,1.82,90.67,9763.19
REC-28419343,2022-03-04,53,38,6.72,96.08,2277.99
REC-48848936,2021-07-21,23,49,3.61,92.5,6900.69
REC-26104026,2023-02-09,21,3,4.59,94.9,418.44
REC-76757928,2021-09-26,33,15,6.47,98.93,6573.62
REC-33581357,2022-04-10,7,37,6.53,91.41,2326.48
REC-61030579,2024-08-12,54,36,4.07,91.37,3476.07
REC-40884937,2022-10-22,85,19,5.51,95.04,8951.14
REC-84990607,2023-09-11,79,24,3.09,97.19,7692.6
REC-19673809,2024-05-17,51,32,3.5,92.65,3095.66
REC-15677713,2024-03-08,66,33,2.01,92.63,453.91
REC-12515446,2022-08-05,79,38,4.86,90.15,8626.21
REC-20450542,2023-04-15,56,29,5.96,96.79,745.48
REC-87277086,2024-05-07,20,17,2.06,94.77,4996.52
REC-86960402,2022-06-25,21,48,3.51,93.45,5031.69
REC-95918360,2022-08-30,39,1,5.08,94.71,3940.2
REC-48858073,2023-07-12,7,47,3.77,97.44,9859.49
REC-64362516,2021-12-21,84,22,6.11,96.81,8982.71
REC-53589647,2022-04-11,44,7,1.11,95.46,7097.23
REC-92963368,2021-10-22,17,0,1.1,93.65,2809.73
REC-58567046,2021-08-18,23,43,3.42,99.35,216.47
REC-68614462,2020-09-10,62,36,3.39,93.1,4568.23
REC-42657384,2021-04-22,57,14,3.74,97.49,6705.41
REC-89036966,2022-05-09,65,34,5.7,95.44,1628.18
REC-80325062,2020-09-07,12,25,3.5,92.98,9135.74
REC-63118906,2024-03-23,77,15,1.17,92.0,2498.88
REC-55568701,2021-03-30,24,49,6.99,97.81,2939.44
REC-54703713,2021-04-19,65,47,4.47,96.89,1158.15
REC-20251466,2021-07-05,34,39,3.3,93.3,4535.94
REC-94989976,2023-10-15,13,1,4.08,98.14,7790.92
REC-81216573,2022-01-08,4,38,4.25,96.46,5499.09
REC-36025314,2024-02-17,33,10,1.92,92.69,5946.84
REC-57123808,2022-01-28,22,14,4.86,95.36,2819.89
REC-41711468,2020-07-10,44,15,4.85,94.72,9088.12
REC-29655410,2021-04-27,93,26,2.53,96.14,9455.87
REC-36477373,2022-03-10,8,12,3.77,90.2,266.39
REC-90852623,2021-08-08,82,25,2.77,90.5,4923.77
REC-97980930,2022-09-27,17,41,1.15,97.97,6041.39
REC-33776150,2021-03-12,22,46,5.78,94.32,4584.68
REC-72270726,2022-03-29,8,43,6.17,92.24,9418.46
REC-85764804,2019-10-15,84,37,6.12,93.98,3093.6
REC-94183695,2024-03-18,0,2,4.95,96.23,4996.44
REC-30261159,2020-09-29,91,30,6.83,91.18,9586.69
REC-19165226,2022-01-01,37,33,3.13,99.06,9019.54
REC-69352161,2020-01-21,43,16,2.93,92.25,8790.54
REC-46866075,2020-02-18,71,44,2.26,99.49,3421.86
REC-57236885,2024-05-17,36,42,5.81,93.97,2200.59
REC-19957701,2022-02-25,11,17,4.47,96.17,4111.06
REC-71974027,2020-09-28,56,15,4.17,92.91,6906.27
REC-15047559,2023-11-05,51,14,4.23,94.46,5691.7
REC-59491122,2020-07-16,70,47,2.54,97.28,828.15
REC-20298660,2019-10-10,80,47,2.79,94.56,804.95
REC-92545028,2024-07-20,54,27,1.8,91.33,321.43
REC-61604364,2022-02-01,90,40,6.64,97.62,9727.89
REC-87890494,2023-08-30,87,33,1.99,97.31,5292.05
REC-70362235,2023-09-28,12,26,5.66,92.29,5313.76
REC-53154591,2023-06-01,64,16,4.88,91.83,7530.19
REC-77292380,2022-07-26,69,25,2.35,100.0,5007.76
REC-18304547,2021-03-27,63,28,6.5,97.07,7252.09
REC-23891786,2020-02-08,64,38,1.11,96.99,6483.46
REC-21318464,2021-10-25,4,10,5.55,91.18,8348.77
REC-96721710,2023-09-25,8,15,4.93,95.07,3495.85
REC-15253567,2020-08-21,14,7,6.13,94.71,8699.42
REC-68754920,2020-03-23,74,39,3.7,92.87,1135.91
REC-80339290,2023-01-28,17,44,4.87,98.46,4774.76
REC-91846696,2023-11-07,17,28,4.34,94.05,2184.73
REC-58841557,2020-04-19,47,43,1.92,90.66,2237.79
REC-47969333,2024-07-29,60,10,2.08,94.34,8088.3
REC-64864099,2020-02-15,81,30,1.15,97.5,2226.06
REC-90246882,2020-12-16,1,20,4.55,98.58,4859.34
REC-94676162,2020-12-08,61,27,4.28,91.87,422.98
REC-18846539,2024-06-15,93,31,2.04,99.13,1016.3
REC-22684373,2022-04-02,77,35,5.16,95.92,8799.11
REC-48137561,2020-05-23,14,35,4.58,98.36,7575.3
REC-98122539,2021-10-12,86,2,5.06,99.94,1011.76
REC-54743095,2020-09-04,49,22,1.25,99.07,4896.28
REC-88213973,2024-05-31,11,21,1.57,92.67,6341.54
REC-56952151,2023-03-18,78,31,2.0,90.23,1420.47
REC-98054173,2021-08-03,91,37,5.32,90.49,6546.8
REC-27307598,2024-02-11,19,33,3.45,92.74,1400.1
REC-51551377,2022-11-26,6,40,5.41,94.71,2192.86
REC-96368203,2023-07-02,66,10,4.19,92.92,6592.2
REC-27152188,2023-06-08,99,20,2.23,93.71,6378.86
REC-22543044,2022-03-13,5,5,3.29,94.47,2634.25
REC-78248169,2023-04-26,21,30,6.13,90.22,6134.1
REC-12446861,2022-04-07,43,2,5.57,93.29,5386.17
REC-51455302,2024-07-03,94,10,6.86,96.42,404.79
REC-38748452,2020-03-07,61,43,3.11,90.63,6263.33
REC-75266178,2020-07-06,45,4,6.49,97.77,2360.48
REC-40406092,2021-06-08,39,30,2.72,94.27,1109.14
REC-30796389,2021-06-18,28,44,2.12,95.1,5338.12
REC-49700543,2021-12-02,20,26,3.17,98.52,5582.36
REC-78140959,2020-05-11,18,43,3.03,92.51,5978.59
REC-80669879,2021-01-01,44,34,4.63,98.17,7637.36
REC-98842638,2021-09-16,21,20,3.85,92.24,8546.14
REC-92950779,2021-02-23,88,41,6.67,99.88,4787.01
REC-90161060,2024-05-12,65,48,4.47,92.32,562.31
REC-30703455,2020-04-22,96,16,4.02,94.63,1660.35
REC-34272734,2020-12-31,52,36,3.36,90.04,2811.33
REC-68743530,2019-09-10,21,2,2.46,97.29,4254.76
REC-65144509,2023-02-22,34,28,5.25,98.68,3896.28
REC-41880763,2023-07-02,52,11,2.87,99.91,4506.6
REC-91952730,2023-08-31,36,4,3.93,98.9,8468.84
REC-70254091,2022-02-22,84,9,2.54,94.46,6978.41
REC-81673763,2019-12-12,88,0,4.05,94.96,9311.19
REC-51536077,2021-08-21,78,28,5.96,92.67,2847.71
REC-36040410,2022-02-13,8,27,5.03,90.32,1420.65
REC-86560394,2022-01-27,80,6,5.7,95.75,1240.12
REC-71965637,2023-07-13,28,22,6.81,97.99,1452.57
REC-61254050,2020-04-10,53,21,6.04,98.83,1687.9
REC-80794454,2021-08-27,28,36,6.13,96.86,277.0
REC-31751079,2021-12-01,69,7,5.7,93.5,2321.23
REC-91156554,2021-05-08,49,24,4.06,99.45,5527.22
REC-43554863,2023-04-14,20,40,2.52,98.7,4377.05
REC-96057593,2020-08-23,2,29,1.91,96.47,9182.52
REC-59823245,2024-04-19,35,26,5.07,94.73,9007.62
REC-79244185,2021-07-31,72,42,1.33,97.03,8923.5
REC-48260510,2020-12-07,38,29,3.39,97.0,3004.23
REC-31516757,2021-12-05,7,41,1.47,91.45,7021.86
REC-70306604,2020-11-16,87,9,1.6,93.52,4089.43
REC-29776801,2020-04-10,26,40,2.79,98.58,9986.25
REC-22309586,2020-03-05,90,0,6.95,93.97,4218.9
REC-70549373,2021-01-29,24,37,1.35,97.29,3355.57
REC-13579612,2022-04-14,26,29,4.31,94.68,9846.23
REC-17148018,2024-07-05,13,33,3.45,92.06,4087.26
REC-77378254,2022-02-14,52,26,5.47,91.27,1128.35
REC-41645597,2023-05-28,62,26,5.61,95.92,3173.98
REC-20952896,2020-09-22,96,6,6.62,98.68,3393.21
REC-40137082,2023-08-28,14,16,4.09,97.98,9648.64
REC-52773159,2022-04-03,91,43,5.0,98.71,8714.04
REC-97236246,2023-02-03,10,41,5.04,99.97,7823.9
REC-29602406,2021-12-25,22,38,5.54,94.34,5628.88
REC-15140967,2023-12-04,84,12,2.74,93.4,9365.96
REC-73411827,2024-04-05,45,17,2.57,90.98,6197.73
REC-72962895,2023-11-14,31,44,5.55,95.63,1288.03
REC-92590645,2023-05-24,90,3,5.71,97.27,7044.76
REC-20633503,2020-05-08,80,40,2.3,91.7,101.56
REC-44349528,2020-01-03,8,16,2.44,94.61,4858.15
REC-30068183,2023-05-06,29,45,6.56,96.03,2111.22
REC-91722503,2022-05-30,3,29,2.78,98.71,140.86
REC-66808292,2021-10-18,41,44,1.56,94.84,999.3
REC-48668339,2019-11-21,92,42,1.3,96.94,8339.04
REC-50419829,2020-06-11,87,43,6.27,91.0,2651.63
REC-16408822,2021-08-13,84,8,4.98,91.51,1122.61
REC-66348030,2024-07-24,63,33,1.23,99.78,145.98
REC-18429833,2024-08-30,97,4,5.75,91.15,9283.66
REC-77085942,2019-11-05,92,43,3.64,90.6,7516.24
REC-12205915,2021-12-17,66,29,4.34,92.07,6272.73
REC-87181563,2024-07-27,39,17,4.14,98.99,7293.42
REC-29270557,2020-01-04,50,48,3.57,93.31,9774.69
REC-67611469,2021-02-27,72,12,5.59,95.81,6293.34
REC-92518345,2023-09-02,50,41,6.09,96.16,1946.46
REC-42287985,2024-01-31,33,35,6.1,94.38,9685.46
REC-35140847,2023-06-06,5,20,4.57,99.74,3342.72
REC-80260907,2022-01-13,61,27,4.65,91.03,8537.14
REC-19083764,2021-03-18,69,48,3.54,99.23,821.88
REC-83025444,2024-08-24,43,45,3.06,96.14,8622.46
REC-78131950,2023-05-18,89,0,1.63,92.78,8914.11
REC-62405812,2023-11-07,21,48,6.79,98.52,9140.53
REC-15843091,2020-06-11,8,1,6.36,97.76,7210.9
REC-60103798,2023-09-01,61,14,1.44,91.96,4904.01
REC-12179995,2022-08-18,88,28,1.2,96.05,6229.56
REC-19067690,2023-02-21,38,0,1.05,97.76,6540.79
REC-42363373,2022-07-03,78,9,3.62,97.4,4520.13
REC-88101741,2022-05-26,13,32,5.89,96.18,9455.16
REC-27905932,2020-07-22,98,48,3.56,94.1,9885.06
REC-57284777,2021-01-13,46,37,6.46,92.74,5100.66
REC-55439043,2022-06-22,22,9,1.05,99.7,4373.86
REC-72360629,2023-03-03,96,46,6.29,99.57,3491.73
REC-94790150,2023-11-19,32,31,1.72,90.06,612.66
REC-28099607,2022-02-13,89,29,3.59,92.52,3332.08
REC-71428713,2023-01-28,47,15,6.61,98.69,8657.69
REC-49385195,2024-05-07,99,19,5.09,95.41,9611.3
REC-15879578,2019-12-25,34,0,2.82,95.41,1978.89
REC-15624520,2023-07-16,50,47,1.67,95.73,7831.65
REC-51617680,2020-06-01,10,23,6.92,90.49,8876.65
REC-63448727,2022-05-06,12,16,4.7,91.55,5809.07
REC-73538641,2021-10-25,96,14,5.38,98.71,9703.64
REC-14915156,2022-06-02,24,29,5.08,92.92,3370.08
REC-48401154,2020-08-27,15,2,2.27,93.93,734.94
REC-16416148,2023-02-08,13,46,6.04,98.07,263.74
REC-46670512,2024-01-17,52,38,6.93,97.83,806.87
REC-59394697,2019-09-05,93,20,4.7,91.89,1999.69
REC-63690013,2024-04-13,31,5,2.54,91.01,6095.15
REC-61894582,2023-08-07,10,26,4.52,97.79,2562.2
REC-35074182,2023-03-08,7,7,1.73,95.94,3514.4
REC-76776459,2020-02-17,68,7,5.11,95.34,6703.15
REC-79696025,2021-04-06,59,32,2.66,94.76,4760.53
REC-21087928,2024-01-29,9,48,4.9,90.82,1440.25
REC-20593403,2022-09-30,68,8,1.47,92.87,3288.12
REC-90859912,2023-11-28,1,3,5.58,99.92,3519.43
REC-83212334,2023-06-06,17,34,6.07,99.24,5102.03
REC-53112268,2020-02-09,80,30,1.43,90.94,5870.41
REC-20746667,2021-05-26,5,46,3.24,98.46,6216.37
REC-98707076,2021-12-09,71,27,1.82,94.88,2663.0
