record_id,date,employee_id,employee_productivity,labor_costs,hours_worked
REC-91823275,2022-08-27,EMP-2625,65.04,97002.12,45.21
REC-37888820,2024-01-01,EMP-4457,90.87,90896.43,56.24
REC-45520201,2023-01-25,EMP-2330,102.52,93187.27,26.96
REC-31079846,2024-03-24,EMP-4929,84.66,80430.44,45.2
REC-33328859,2022-06-26,EMP-2229,103.04,86433.94,33.74
REC-31009452,2019-11-26,EMP-1043,76.15,118225.61,35.32
REC-64830300,2020-08-25,EMP-8381,72.26,82680.26,34.35
REC-89699989,2021-11-21,EMP-8699,87.84,44581.86,56.59
REC-49092160,2021-03-09,EMP-1534,63.05,66830.06,54.13
REC-41068214,2024-08-09,EMP-5720,117.73,116448.82,31.58
REC-47945817,2021-12-04,EMP-8438,108.03,104564.21,45.41
REC-19553585,2019-12-29,EMP-4824,118.82,85011.32,49.68
REC-45507920,2020-08-03,EMP-4241,65.25,113649.33,53.02
REC-67061186,2023-05-14,EMP-2880,83.98,118286.01,41.46
REC-83089925,2022-08-11,EMP-4683,100.04,32558.21,50.62
REC-96924061,2022-05-03,EMP-3441,75.19,100369.35,52.71
REC-45652586,2023-05-19,EMP-3330,117.79,111754.49,50.58
REC-19584466,2024-01-07,EMP-1977,105.79,100224.92,35.4
REC-32269779,2020-08-26,EMP-6039,81.69,55872.7,41.17
REC-89865458,2022-12-11,EMP-5728,114.5,80457.41,41.11
REC-68942178,2024-07-28,EMP-3037,81.39,64730.28,58.62
REC-72907576,2021-04-14,EMP-5982,93.82,40497.92,49.68
REC-64023778,2021-11-01,EMP-5460,64.92,39598.02,57.75
REC-77172238,2020-01-17,EMP-9847,66.6,58338.79,53.49
REC-76276072,2023-05-18,EMP-8172,115.99,83740.25,52.07
REC-20796722,2019-09-07,EMP-1653,92.41,25032.29,22.52
REC-67985905,2024-02-03,EMP-6280,87.0,40471.95,42.66
REC-91029073,2024-03-31,EMP-5102,72.61,31633.17,58.8
REC-13471527,2021-05-06,EMP-2496,69.35,44344.26,53.69
REC-40725714,2022-10-07,EMP-1339,63.07,69651.54,24.93
REC-46173157,2023-05-03,EMP-1659,82.0,30580.5,45.13
REC-33513701,2020-04-06,EMP-8708,99.04,106682.15,55.76
REC-79654147,2022-06-23,EMP-8245,113.51,48716.48,33.11
REC-47333543,2022-05-04,EMP-3973,110.55,70087.66,59.26
REC-88561612,2020-09-23,EMP-8141,110.62,39494.28,53.07
REC-95199362,2022-03-23,EMP-9056,117.1,51972.08,54.72
REC-22246348,2023-12-25,EMP-8700,90.23,21351.36,34.51
REC-56702542,2022-04-19,EMP-7690,61.76,81810.3,40.38
REC-54735895,2023-02-21,EMP-6260,76.04,62151.12,23.78
REC-99943797,2022-06-11,EMP-2713,76.42,118000.55,43.85
REC-31585546,2023-02-03,EMP-6403,72.54,104848.22,56.24
REC-65250068,2022-03-08,EMP-9117,114.73,40934.84,21.58
REC-48683937,2024-05-20,EMP-7561,75.97,103319.17,37.07
REC-83832717,2020-10-01,EMP-1601,107.78,78306.77,58.41
REC-71045700,2021-04-20,EMP-2442,113.16,97492.85,49.41
REC-52213778,2023-03-31,EMP-5135,95.45,92144.92,57.65
REC-53389073,2022-11-22,EMP-2899,99.41,39820.63,25.76
REC-64247457,2021-02-23,EMP-9431,84.34,24108.24,33.89
REC-10154493,2024-07-05,EMP-9889,98.85,116894.44,48.56
REC-72005415,2022-03-25,EMP-7770,89.54,103672.97,26.55
REC-17275149,2023-02-14,EMP-4073,60.6,28476.62,52.31
REC-79583757,2024-04-30,EMP-6927,104.83,40941.77,41.48
REC-93568503,2019-09-03,EMP-9167,73.96,31550.59,33.04
REC-93940940,2022-04-03,EMP-8242,89.69,28611.61,42.37
REC-16927215,2022-02-09,EMP-4335,105.3,115517.52,29.61
REC-45843681,2021-06-16,EMP-9998,112.88,27787.9,48.27
REC-27584297,2023-04-29,EMP-5719,62.95,39106.21,51.62
REC-68802946,2024-08-07,EMP-8941,93.04,114446.37,28.49
REC-26297533,2022-05-30,EMP-1472,66.11,92849.39,27.99
REC-94560158,2023-08-16,EMP-4920,93.35,89952.79,36.48
REC-31257157,2023-06-05,EMP-6091,113.68,46766.84,36.42
REC-83932360,2023-06-06,EMP-1224,79.23,33497.85,31.85
REC-84121929,2021-06-26,EMP-7684,112.4,24164.4,53.23
REC-22510327,2024-01-07,EMP-4681,82.36,55170.98,41.74
REC-25228493,2023-09-11,EMP-8560,94.27,94539.77,35.16
REC-25766039,2021-02-10,EMP-3522,65.36,63778.15,29.23
REC-76890827,2020-05-22,EMP-5781,87.58,42360.25,57.34
REC-78299645,2022-01-30,EMP-5479,104.24,108220.57,37.36
REC-65766169,2024-01-20,EMP-8905,119.95,48684.66,31.22
REC-73380266,2022-07-09,EMP-4993,98.17,36473.09,37.19
REC-71308842,2020-06-18,EMP-3369,116.47,106188.03,42.57
REC-61484043,2021-08-31,EMP-4122,81.91,73541.33,51.54
REC-90447099,2022-04-23,EMP-9327,74.13,113250.4,54.38
REC-28321839,2021-07-30,EMP-2143,115.89,28900.97,40.46
REC-47077298,2021-05-12,EMP-7798,114.57,39362.38,36.65
REC-55617282,2020-12-02,EMP-9318,98.03,27190.67,56.36
REC-45859307,2019-11-16,EMP-1042,80.41,105592.52,37.39
REC-47962005,2020-01-23,EMP-5891,68.96,70998.51,38.42
REC-88777447,2021-10-01,EMP-9022,97.73,96284.79,50.61
REC-29944139,2023-09-17,EMP-8316,91.87,29887.33,52.49
REC-82287061,2020-04-15,EMP-8935,63.21,64569.18,21.97
REC-56321751,2023-07-17,EMP-6446,102.65,117336.66,51.62
REC-84077101,2023-03-12,EMP-9903,115.98,107067.15,36.87
REC-60628276,2024-07-25,EMP-8460,106.27,23881.29,27.77
REC-53188224,2021-04-28,EMP-4090,80.93,89387.65,26.39
REC-42051937,2022-12-07,EMP-7274,60.01,44124.43,28.33
REC-41348220,2023-11-15,EMP-7730,104.4,50973.32,54.35
REC-15858241,2023-01-25,EMP-6213,110.17,46496.71,37.95
REC-73481797,2021-09-29,EMP-7246,112.7,72725.51,57.19
REC-61818612,2020-12-03,EMP-3492,98.03,65005.19,33.51
REC-76481885,2019-09-19,EMP-1606,94.27,20899.87,30.31
REC-26944487,2020-07-29,EMP-9229,101.36,32710.26,34.27
REC-89212676,2023-04-14,EMP-6439,91.68,116944.15,48.96
REC-23470708,2021-07-12,EMP-8213,67.35,73403.61,55.18
REC-23383077,2021-03-01,EMP-9617,104.31,106685.52,45.05
REC-71327848,2024-01-28,EMP-1251,97.07,96997.36,24.16
REC-29348212,2023-08-15,EMP-7717,89.97,63850.8,44.44
REC-97883261,2020-02-05,EMP-3529,119.5,97043.78,28.42
REC-20043277,2024-05-29,EMP-8692,89.18,70493.28,27.06
REC-45570755,2021-10-15,EMP-6546,77.6,69069.43,37.54
REC-93652460,2020-09-13,EMP-7512,116.26,111225.46,57.84
REC-97219599,2023-07-21,EMP-2315,77.08,108760.83,34.71
REC-54099326,2020-10-20,EMP-9742,100.11,106277.08,26.52
REC-61003997,2023-08-15,EMP-6188,107.14,52577.95,52.68
REC-94127561,2024-03-09,EMP-8994,64.3,85986.99,37.26
REC-82613940,2024-06-03,EMP-1588,93.29,54102.02,58.47
REC-92874006,2022-05-14,EMP-2121,76.48,108775.15,21.62
REC-41510328,2023-06-08,EMP-5708,118.36,80682.66,24.8
REC-40532691,2023-12-18,EMP-2480,94.41,41524.38,54.46
REC-68246664,2023-04-19,EMP-2612,80.99,62482.85,25.13
REC-95060193,2024-04-30,EMP-2646,119.1,114577.47,27.88
REC-69549527,2023-06-18,EMP-3725,100.45,83326.89,23.98
REC-50193656,2021-01-08,EMP-1474,94.79,81893.52,31.32
REC-16172803,2023-09-15,EMP-6314,113.7,88602.42,30.0
REC-17532195,2023-07-01,EMP-5806,90.97,50483.82,47.52
REC-58112135,2021-11-15,EMP-7141,113.27,90299.17,28.65
REC-67805802,2021-10-09,EMP-3385,98.69,53966.06,48.32
REC-42775624,2022-01-10,EMP-9702,119.02,116071.48,32.82
REC-65304649,2024-02-07,EMP-3950,78.51,22004.6,43.3
REC-32814819,2023-10-16,EMP-3868,100.72,62089.65,58.46
REC-20598952,2021-09-14,EMP-7267,84.29,70635.06,58.86
REC-93176117,2022-01-02,EMP-4945,66.77,80946.78,52.82
REC-76795767,2023-05-30,EMP-3344,76.44,104596.53,37.1
REC-41163805,2020-04-29,EMP-8555,112.49,97178.29,36.72
REC-95618110,2022-02-05,EMP-5161,97.84,64959.89,27.55
REC-71682508,2021-08-30,EMP-5183,103.99,29405.98,58.06
REC-99501846,2021-12-24,EMP-1153,67.21,73455.45,47.01
REC-72445234,2022-07-11,EMP-5712,82.46,43131.42,49.39
REC-83363160,2022-05-22,EMP-3588,70.73,110191.61,35.89
REC-19913576,2024-04-06,EMP-8237,100.86,57287.65,25.82
REC-56381032,2020-05-09,EMP-5901,63.38,22388.42,38.0
REC-95756900,2020-11-04,EMP-7951,94.16,101190.91,52.32
REC-43567615,2020-12-13,EMP-8484,103.59,103578.31,36.61
REC-50550084,2021-08-20,EMP-4263,116.25,72987.56,44.6
REC-61632653,2022-12-05,EMP-8916,94.94,32684.39,38.48
REC-24314759,2020-12-19,EMP-4886,105.72,73737.92,53.63
REC-61185849,2021-06-27,EMP-6881,84.44,37740.95,24.39
REC-87149951,2020-03-19,EMP-5847,65.25,83384.98,56.58
REC-49625201,2023-03-13,EMP-1359,115.29,32862.41,37.83
REC-98346110,2023-02-19,EMP-7484,83.49,91332.17,46.38
REC-46840133,2022-06-26,EMP-1132,104.97,83055.92,49.98
REC-85957706,2024-04-13,EMP-1803,94.89,74893.25,28.77
REC-91390501,2023-08-19,EMP-9138,78.91,31530.11,24.28
REC-48412328,2023-03-16,EMP-4770,97.46,85328.95,22.81
REC-91478884,2020-03-13,EMP-6772,84.81,40620.27,55.06
REC-39394291,2021-06-05,EMP-4115,73.71,106642.74,21.33
REC-93334601,2023-03-30,EMP-5106,77.39,21451.51,42.99
REC-98473848,2022-12-25,EMP-3240,60.93,63573.44,28.97
REC-94322033,2024-08-20,EMP-2591,69.03,70357.01,52.07
REC-94216001,2019-11-01,EMP-1645,88.72,24466.12,32.38
REC-51464269,2024-07-25,EMP-8222,67.28,31376.2,36.44
REC-14478111,2022-11-26,EMP-6977,79.45,117742.29,21.49
REC-27637794,2023-09-22,EMP-2476,118.13,119189.29,51.59
REC-49609054,2019-09-20,EMP-6352,105.8,78645.95,30.45
REC-65767881,2022-08-29,EMP-3877,114.35,71624.78,26.15
REC-36950221,2022-03-17,EMP-3165,110.34,49767.37,46.39
REC-82398083,2022-12-26,EMP-6994,78.21,54534.4,59.64
REC-81249799,2023-03-26,EMP-9221,84.09,50048.88,52.13
REC-46578001,2024-03-31,EMP-3695,108.37,55347.75,45.69
REC-44489940,2024-04-24,EMP-8894,87.06,30075.28,48.3
REC-49613214,2021-07-18,EMP-6549,98.57,52777.12,54.4
REC-25457816,2023-10-27,EMP-8673,84.89,93272.34,47.44
REC-20106509,2021-07-14,EMP-3306,91.83,61577.43,54.02
REC-40281491,2021-12-27,EMP-7511,95.09,101622.79,59.53
REC-84801233,2023-05-18,EMP-6992,99.8,60823.75,31.22
REC-22120246,2023-10-19,EMP-7464,75.74,103888.79,21.29
REC-11868130,2019-12-01,EMP-5332,102.21,84485.6,34.96
REC-82017516,2022-12-23,EMP-3024,70.88,91200.8,35.4
REC-71040347,2022-07-12,EMP-7038,119.2,81934.82,46.03
REC-45186708,2023-02-09,EMP-7242,64.14,119580.24,31.55
REC-95704631,2021-01-26,EMP-7086,100.64,48958.27,43.09
REC-24541967,2023-08-24,EMP-4830,70.44,96075.93,20.63
REC-73280554,2020-10-02,EMP-1410,93.08,55954.31,25.03
REC-93154172,2024-03-18,EMP-6374,79.68,86038.68,49.22
REC-91883846,2019-11-24,EMP-4626,66.2,38066.27,25.2
REC-96926431,2023-01-08,EMP-2035,63.76,101548.78,39.79
REC-95282470,2024-06-20,EMP-8606,79.76,78779.54,53.89
REC-50559278,2019-11-25,EMP-7689,117.37,89827.26,28.31
REC-25659979,2020-05-19,EMP-3290,119.16,83995.64,54.41
REC-16086345,2023-04-25,EMP-1609,109.52,32594.06,56.12
REC-50851122,2020-10-27,EMP-9071,94.55,36362.4,25.0
REC-25585427,2023-08-06,EMP-2592,105.75,103337.76,33.92
REC-41514326,2021-03-19,EMP-9807,107.39,81834.63,24.52
REC-28208520,2020-02-05,EMP-7367,79.44,78713.28,22.67
REC-70887034,2021-11-18,EMP-7078,102.25,78972.9,38.0
REC-99991136,2022-11-22,EMP-9850,82.8,64848.52,59.23
REC-66254240,2022-06-15,EMP-3531,85.15,98331.69,30.73
REC-65684858,2021-06-20,EMP-2622,61.33,84071.02,36.56
REC-75679047,2023-07-15,EMP-7686,113.79,83621.88,49.23
REC-47546086,2022-06-13,EMP-1536,117.2,30108.86,32.35
REC-59731689,2022-07-16,EMP-4559,69.34,59194.12,39.6
REC-69509870,2022-11-22,EMP-8285,116.47,106747.7,31.5
REC-41690501,2022-01-13,EMP-6942,81.61,116820.79,56.92
REC-23335151,2023-04-03,EMP-7018,85.46,35676.29,37.06
REC-83076970,2021-10-24,EMP-6876,70.6,48536.14,58.23
REC-18126895,2020-05-13,EMP-7523,65.74,111458.44,23.64
REC-47028180,2023-09-02,EMP-4109,101.03,99204.46,31.71
REC-26395999,2019-11-01,EMP-8450,79.73,85932.81,31.76
REC-22304198,2024-04-03,EMP-4475,96.08,85545.35,20.35
REC-96128115,2020-02-10,EMP-1349,101.25,44986.75,45.61
REC-16788532,2022-08-24,EMP-6464,119.76,37999.96,40.1
REC-42691263,2021-07-29,EMP-3063,108.54,100036.42,38.28
REC-85776373,2020-04-02,EMP-4362,99.07,96796.68,58.43
REC-19208698,2020-01-05,EMP-4394,93.53,90703.12,27.1
REC-88703005,2019-12-07,EMP-4538,68.63,20924.16,52.33
REC-41272553,2021-10-09,EMP-6383,60.71,49315.59,20.24
REC-29804386,2021-05-13,EMP-1046,90.19,26779.64,48.94
REC-47215199,2019-11-04,EMP-3370,105.22,42006.63,35.54
REC-27447248,2020-12-18,EMP-9850,76.9,68067.01,37.92
REC-43642236,2021-09-12,EMP-3858,96.58,39648.27,30.06
REC-24754064,2020-09-28,EMP-1422,83.91,37015.26,30.19
REC-27690330,2023-09-12,EMP-1243,79.17,36355.5,37.43
REC-58082464,2020-08-22,EMP-4898,84.21,33696.66,40.27
REC-89034501,2024-06-19,EMP-6304,69.32,86661.34,44.21
REC-12118101,2021-07-10,EMP-3854,67.63,27234.84,55.14
REC-45617024,2023-08-16,EMP-1858,78.53,49244.18,51.93
REC-27013243,2021-11-06,EMP-7897,62.69,112011.38,38.81
REC-80610004,2022-10-22,EMP-2862,107.04,102418.0,48.94
REC-18530615,2021-02-04,EMP-8802,79.98,57356.63,28.57
REC-70166480,2020-08-22,EMP-6931,83.73,37465.01,53.95
REC-78885632,2021-01-22,EMP-2786,98.28,82872.14,42.15
REC-70667140,2022-04-25,EMP-9254,66.63,106210.41,53.57
REC-39735904,2020-08-02,EMP-1710,100.06,80944.53,45.74
REC-98436473,2024-08-03,EMP-9543,109.52,118708.24,42.28
REC-50484137,2019-11-20,EMP-8504,71.52,83834.18,46.18
REC-96347724,2022-04-28,EMP-1510,98.72,88737.25,34.9
REC-18163847,2024-07-25,EMP-8847,98.54,87981.09,42.35
REC-63904155,2022-11-11,EMP-7984,80.43,50115.9,43.13
REC-24490391,2023-01-16,EMP-9032,107.69,31285.82,41.34
REC-69533928,2021-05-10,EMP-2204,91.23,59177.17,43.08
REC-20843514,2020-04-25,EMP-6277,117.19,71673.6,52.76
REC-91644298,2021-09-25,EMP-3430,106.49,59273.51,40.18
REC-18815720,2020-07-14,EMP-3067,107.05,96328.52,48.9
REC-46912022,2022-03-26,EMP-9984,62.08,30207.49,44.06
REC-53645651,2020-09-12,EMP-7240,81.06,113052.93,51.99
REC-90180577,2024-06-25,EMP-9692,116.27,106215.3,55.57
REC-49580505,2020-01-07,EMP-8433,100.75,45227.9,43.47
REC-77853916,2022-08-15,EMP-8048,90.49,26297.14,53.37
REC-23311507,2024-03-14,EMP-2874,114.54,83793.05,50.77
REC-97874085,2023-04-24,EMP-4522,97.31,80135.96,41.84
REC-67723010,2022-10-27,EMP-8398,78.65,118424.07,53.27
REC-40667888,2020-04-03,EMP-7779,86.58,79929.36,39.05
REC-55490631,2023-12-21,EMP-8430,95.79,51815.22,38.06
REC-63516659,2022-07-28,EMP-7815,104.21,67594.22,24.9
REC-22762205,2019-10-11,EMP-6120,90.81,33916.0,29.48
REC-67279295,2023-03-30,EMP-6120,74.53,36905.77,50.99
REC-99269266,2023-11-03,EMP-5176,78.59,72188.45,46.55
REC-60237832,2020-07-25,EMP-3500,116.09,104092.38,45.75
REC-73655158,2023-05-10,EMP-2099,108.09,114342.81,23.94
REC-22243983,2022-10-01,EMP-2398,80.86,91277.18,42.2
REC-22513132,2023-07-31,EMP-8075,70.94,114230.09,50.2
REC-22960658,2020-12-20,EMP-7105,78.64,66096.96,46.96
REC-27463800,2023-05-17,EMP-1982,77.74,90536.27,40.53
REC-88714010,2021-03-02,EMP-6400,108.33,99135.27,43.25
REC-99927658,2024-02-09,EMP-3002,70.7,118644.77,48.6
REC-65137801,2021-12-19,EMP-6793,77.18,96424.42,41.58
REC-99300492,2024-03-31,EMP-7929,71.93,70840.6,26.3
REC-16904975,2023-10-13,EMP-5712,82.51,118419.34,21.21
REC-90585678,2023-08-16,EMP-6119,101.79,36462.72,25.95
REC-57197152,2023-05-17,EMP-2697,113.25,48301.7,37.52
REC-87566910,2021-12-13,EMP-9313,115.55,110926.5,40.49
REC-38553319,2022-05-30,EMP-3535,101.33,87099.55,26.41
REC-98145654,2021-10-03,EMP-8900,70.75,84707.02,38.57
REC-40097636,2020-05-28,EMP-2773,96.54,48821.2,26.41
REC-56991504,2022-01-15,EMP-7022,77.08,56337.32,38.58
REC-25419645,2023-07-03,EMP-5564,106.47,23378.92,43.73
REC-87054398,2021-09-28,EMP-4705,116.78,93336.15,45.5
REC-67594492,2023-08-15,EMP-1430,80.42,82083.26,55.64
REC-91737913,2024-07-07,EMP-5381,73.27,47426.19,41.9
REC-13886030,2022-11-22,EMP-3955,83.81,46292.42,35.02
REC-46677730,2022-07-13,EMP-6062,89.61,40536.82,49.49
REC-55610493,2019-11-30,EMP-6751,76.73,67092.08,56.71
REC-10819505,2023-11-15,EMP-3972,76.53,100080.95,56.73
REC-29226889,2022-06-07,EMP-7566,77.24,36189.56,29.97
REC-19339597,2021-03-19,EMP-3324,78.33,94460.37,21.9
REC-94982908,2023-10-25,EMP-1502,90.44,52891.98,40.33
REC-22315507,2021-06-22,EMP-9691,99.59,51907.5,50.69
REC-38874646,2022-09-08,EMP-7163,116.5,106506.25,40.0
REC-66348963,2021-11-12,EMP-8432,67.96,71863.87,51.16
REC-55754284,2022-07-25,EMP-3578,104.78,80461.27,47.45
REC-59667685,2022-01-17,EMP-6105,80.71,30648.18,39.67
REC-53537934,2022-01-07,EMP-2391,103.94,55540.54,52.82
REC-17061037,2024-05-24,EMP-3549,83.95,81540.08,34.61
REC-31127198,2019-10-03,EMP-1815,95.07,23811.82,39.52
REC-20949687,2024-01-24,EMP-5458,107.38,93880.51,45.01
REC-69473616,2021-04-17,EMP-7947,76.48,84864.57,48.86
REC-75184410,2020-05-24,EMP-8242,69.75,119551.64,24.75
REC-65590800,2021-09-20,EMP-5475,110.88,56765.8,43.64
REC-38933176,2023-02-15,EMP-9394,84.02,56649.36,42.38
REC-25276327,2023-10-28,EMP-6655,72.59,79909.93,23.56
REC-67702031,2024-05-22,EMP-2816,76.74,38038.75,42.1
REC-48016697,2021-09-17,EMP-8972,61.39,57300.71,25.95
REC-80723898,2023-09-20,EMP-6053,87.09,113846.82,24.9
REC-16095815,2023-11-04,EMP-4612,106.58,51133.92,42.71
REC-63051354,2023-06-25,EMP-1897,60.73,86133.81,31.57
REC-11031743,2019-10-25,EMP-4349,104.51,95670.49,46.68
REC-50455821,2020-06-17,EMP-4460,117.42,26043.65,37.73
REC-28419343,2022-03-04,EMP-5186,88.75,87540.44,32.95
REC-48848936,2021-07-21,EMP-6375,104.56,37989.63,56.58
REC-26104026,2023-02-09,EMP-1126,97.48,61683.46,42.41
REC-76757928,2021-09-26,EMP-8055,100.33,20533.91,59.39
REC-33581357,2022-04-10,EMP-3116,93.49,96409.3,44.77
REC-61030579,2024-08-12,EMP-9725,71.26,102120.02,56.59
REC-40884937,2022-10-22,EMP-9196,116.18,100737.09,45.42
REC-84990607,2023-09-11,EMP-6802,84.97,21690.98,44.72
REC-19673809,2024-05-17,EMP-7505,76.13,73224.58,44.27
REC-15677713,2024-03-08,EMP-8147,102.27,69211.67,23.77
REC-12515446,2022-08-05,EMP-8532,68.73,103733.02,20.62
REC-20450542,2023-04-15,EMP-6129,78.45,48797.86,56.6
REC-87277086,2024-05-07,EMP-8033,89.4,73877.26,30.31
REC-86960402,2022-06-25,EMP-7626,87.46,71888.95,25.6
REC-95918360,2022-08-30,EMP-7843,82.56,84004.88,39.79
REC-48858073,2023-07-12,EMP-2887,100.03,44483.96,48.66
REC-64362516,2021-12-21,EMP-1341,113.45,117649.0,48.01
REC-53589647,2022-04-11,EMP-3815,107.42,39373.89,30.47
REC-92963368,2021-10-22,EMP-8538,90.36,53641.05,49.05
REC-58567046,2021-08-18,EMP-2443,95.27,70139.65,54.94
REC-68614462,2020-09-10,EMP-2734,83.05,63233.39,59.17
REC-42657384,2021-04-22,EMP-8138,119.49,91321.9,26.56
REC-89036966,2022-05-09,EMP-7560,75.06,93848.4,52.24
REC-80325062,2020-09-07,EMP-2288,71.57,58936.8,57.61
REC-63118906,2024-03-23,EMP-6083,84.84,43273.02,39.65
REC-55568701,2021-03-30,EMP-4630,84.15,93950.35,58.74
REC-54703713,2021-04-19,EMP-3754,109.27,63550.5,22.89
REC-20251466,2021-07-05,EMP-9363,80.77,53828.56,52.32
REC-94989976,2023-10-15,EMP-2868,107.31,90802.38,30.17
REC-81216573,2022-01-08,EMP-9355,63.07,94550.31,40.21
REC-36025314,2024-02-17,EMP-6724,96.61,35397.41,51.75
REC-57123808,2022-01-28,EMP-3419,88.79,94573.83,28.21
REC-41711468,2020-07-10,EMP-2684,81.79,48715.23,40.03
REC-29655410,2021-04-27,EMP-5193,62.9,20102.23,44.01
REC-36477373,2022-03-10,EMP-3842,91.21,89603.47,57.69
REC-90852623,2021-08-08,EMP-3504,81.33,45151.3,47.79
REC-97980930,2022-09-27,EMP-2234,102.66,50380.71,40.38
REC-33776150,2021-03-12,EMP-9095,90.77,91303.15,30.94
REC-72270726,2022-03-29,EMP-8354,95.95,119212.65,23.58
REC-85764804,2019-10-15,EMP-6295,107.74,53578.66,20.13
REC-94183695,2024-03-18,EMP-6179,72.68,58198.35,41.74
REC-30261159,2020-09-29,EMP-8205,65.46,43103.61,21.86
REC-19165226,2022-01-01,EMP-8682,118.59,110183.83,25.09
REC-69352161,2020-01-21,EMP-5961,88.91,76309.43,43.75
REC-46866075,2020-02-18,EMP-1920,79.51,112338.47,36.69
REC-57236885,2024-05-17,EMP-9312,114.67,113313.59,39.9
REC-19957701,2022-02-25,EMP-6085,78.26,88249.3,53.9
REC-71974027,2020-09-28,EMP-8404,88.22,65880.7,59.35
REC-15047559,2023-11-05,EMP-1932,88.23,24796.76,55.28
REC-59491122,2020-07-16,EMP-5703,73.36,94856.47,37.48
REC-20298660,2019-10-10,EMP-2479,107.92,44330.19,49.02
REC-92545028,2024-07-20,EMP-9307,62.99,46367.55,22.6
REC-61604364,2022-02-01,EMP-8581,62.25,48513.32,27.82
REC-87890494,2023-08-30,EMP-1672,118.85,75283.04,21.0
REC-70362235,2023-09-28,EMP-4084,87.09,77961.09,55.09
REC-53154591,2023-06-01,EMP-8792,80.35,90989.54,21.91
REC-77292380,2022-07-26,EMP-3471,106.29,20218.41,55.55
REC-18304547,2021-03-27,EMP-8381,65.1,41999.11,20.35
REC-23891786,2020-02-08,EMP-6626,84.65,72568.61,57.89
REC-21318464,2021-10-25,EMP-9266,102.34,77734.17,55.59
REC-96721710,2023-09-25,EMP-3827,71.05,30644.76,58.77
REC-15253567,2020-08-21,EMP-5059,77.49,32881.31,54.21
REC-68754920,2020-03-23,EMP-8199,105.81,71079.2,42.27
REC-80339290,2023-01-28,EMP-9564,103.62,119932.99,59.61
REC-91846696,2023-11-07,EMP-3600,95.58,95591.79,45.79
REC-58841557,2020-04-19,EMP-7108,67.67,51240.59,40.58
REC-47969333,2024-07-29,EMP-7347,77.64,45391.29,44.8
REC-64864099,2020-02-15,EMP-6543,110.07,62029.03,43.08
REC-90246882,2020-12-16,EMP-1857,60.18,44280.15,32.95
REC-94676162,2020-12-08,EMP-6482,116.75,112574.06,26.51
REC-18846539,2024-06-15,EMP-6401,103.3,34049.73,35.58
REC-22684373,2022-04-02,EMP-7333,81.41,49988.57,28.55
REC-48137561,2020-05-23,EMP-5128,105.18,71784.53,55.63
REC-98122539,2021-10-12,EMP-3463,74.44,107715.86,35.81
REC-54743095,2020-09-04,EMP-2335,87.62,76646.66,25.98
REC-88213973,2024-05-31,EMP-3317,91.79,26898.73,58.74
REC-56952151,2023-03-18,EMP-6082,99.28,100228.88,59.53
REC-98054173,2021-08-03,EMP-7421,73.28,28186.15,32.03
REC-27307598,2024-02-11,EMP-2388,109.15,119614.52,33.18
REC-51551377,2022-11-26,EMP-7171,92.2,115798.21,43.54
REC-96368203,2023-07-02,EMP-6381,98.5,40948.62,21.22
REC-27152188,2023-06-08,EMP-9624,61.09,92246.13,53.42
REC-22543044,2022-03-13,EMP-7937,99.64,56454.2,51.44
REC-78248169,2023-04-26,EMP-6928,82.07,61566.1,53.28
REC-12446861,2022-04-07,EMP-6940,63.7,40874.59,39.43
REC-51455302,2024-07-03,EMP-3953,103.43,110546.87,51.82
REC-38748452,2020-03-07,EMP-6598,71.32,76904.36,49.58
REC-75266178,2020-07-06,EMP-4145,61.49,58377.39,25.66
REC-40406092,2021-06-08,EMP-3253,89.61,89654.71,30.85
REC-30796389,2021-06-18,EMP-2264,112.57,66249.43,31.18
REC-49700543,2021-12-02,EMP-2657,103.07,109703.85,56.07
REC-78140959,2020-05-11,EMP-9843,72.48,52385.09,45.46
REC-80669879,2021-01-01,EMP-1618,75.75,44531.05,58.63
REC-98842638,2021-09-16,EMP-6517,75.24,50659.91,53.37
REC-92950779,2021-02-23,EMP-3147,108.15,93668.59,31.89
REC-90161060,2024-05-12,EMP-7172,116.71,51373.53,37.7
REC-30703455,2020-04-22,EMP-3658,95.42,94300.19,56.67
REC-34272734,2020-12-31,EMP-3712,95.86,99926.6,25.34
REC-68743530,2019-09-10,EMP-1715,118.88,54948.52,56.87
REC-65144509,2023-02-22,EMP-6968,78.8,58058.72,20.74
REC-41880763,2023-07-02,EMP-8277,98.05,32672.17,49.32
REC-91952730,2023-08-31,EMP-5668,77.82,99148.84,23.98
REC-70254091,2022-02-22,EMP-4833,64.78,79454.84,43.58
REC-81673763,2019-12-12,EMP-4918,113.4,98580.05,31.85
REC-51536077,2021-08-21,EMP-8684,91.34,63076.12,45.92
REC-36040410,2022-02-13,EMP-7026,101.18,41237.07,54.3
REC-86560394,2022-01-27,EMP-8218,85.07,46305.15,22.84
